,text,labels
109,"Prispevki <p/> Vse starše prosimo, da redno prihajate na roditeljske sestanke in govorilne ure, ker boste le tako bolje spremljali otrokov napredek v šoli. Učenci bodo pisne izdelke prinašali domov in jih NI potrebno vračati. <p/> Pisne informacije o ocenah in navodila bomo posredovali staršem ob zaključku ocenjevalnih obdobij. Vabimo vas tudi k sodelovanju pri posameznih aktivnostih na šoli (pouk, ekskurzije, vodenje interesnih dejavnosti, organiziranje obiskov in predstavitve delovnih organizacij). Družabna srečanja z učenci in s starši bomo pripravili ob posebnih priložnostih. <p/> * * Dnevi odprtih vrat v 1. razredu (v času vpisa prvošolcev). <p/> INDIVIDUALNE GOVORILNE URE V DOPOLDANSKEM ČASU Namenjene so obravnavi posameznega učenca in omogočajo enakopravno izmenjavo spoznanj o otroku ter dogovore o učnem uspehu in vzgojnih ukrepih, ki so potrebni za nadaljnje delo z otrokom. Izvajajo jih razredniki in ostali učitelji v učilnicah ali govorilnici po urniku, ki ga dajo učencem v prvem tednu pouka. <p/> SKUPNE GOVORILNE URE V POPOLDANSKEM ČASU <p/> Imeli jih bomo vsak drugi ponedeljek v mesecu od 17. do 18. ure. Datumi govorilnih ur popoldan: Ponedeljek, 14. oktober 2013 Ponedeljek, 11. november 2013 Ponedeljek, 9. december 2013 Ponedeljek, 13. januar 2014 Ponedeljek, 10. februar 2014 Ponedeljek, 10. marec 2014 Ponedeljek, 14. april 2014 Ponedeljek, 12. maj 2014 Ponedeljek, 9. junij 2014 V času skupnih govorilnih ur so v šoli VSI učitelji, svetovalna služba in ravnatelj. <p/> RODITELJSKI SESTANKI Roditeljske sestanke običajno trikrat letno pripravijo in skličejo razredniki. Vsebine prvega sestanka so v vseh razredih informativne, teme naslednjih so izobraževalne.",Announcement
837,"dostop do informacij javnega značaja – zavrnitev dostopa – javni uslužbenci – plače javnih uslužbencev – dodatek na delovno uspešnost <p/> Že 3. odstavek 6. člena ZDIJZ je zakonska podlaga za to, da se prosilcu sme dati podatek o delovni uspešnosti posameznega uslužbenca, saj je izrecno določeno, da se dostop do zahtevane informacije dovoli, če gre za podatek o porabi javnih sredstev oziroma podatek, povezan z opravljanjem delovnega razmerja javnega uslužbenca, delovna uspešnost pa je nedvomno podatek, ki izhaja iz delovnega razmerja javnega uslužbenca. Nadalje pa obstaja še ena pravna podlaga, na podlagi katere je stranka z interesom upravičena do podatka o delovni uspešnosti javnih uslužbencev, in to je 1. odstavek 38. člena ZSPJS.",Information/Explanation
614,"mednarodna zaščita - omejitev gibanja prosilcu za mednarodno zaščito - postopek odstranitve tujca iz države - zloraba postopka - objektivna merila - implementacija direktive <p/> Jedro <p/> Domnevo, da je prosilec vložil prošnjo samo zaradi zadržanja svoje vrnitve, se lahko utemelji na podlagi objektivnih meril. Takih objektivnih meril pa trenutno veljavni ZMZ-1 ne vsebuje, kar pomeni, da 8. člen Direktive 2013/33/EU Evropskega parlamenta in Sveta z dne 26. junija 2013 o standardih za sprejem prosilcev za mednarodno zaščito ni bil v celoti implementiran v pravni red Republike Slovenije in se zato 8. člen direktive v skladu z načelom primarnosti uporablja neposredno. Ker torej zakonodajalec objektivnih meril ni vnesel v ZMZ-1, do ustrezne spremembe ZMZ-1 ni možno omejiti gibanja na tej pravni podlagi. <p/> Izrek <p/> I. Tožbi se ugodi in se izpodbijani sklep št. 2142-906/2020-6 (1312-02) z dne 4. 6. 2020 odpravi. <p/> II. Zahteva za izdajo začasne odredbe se zavrže. <p/> Obrazložitev <p/> 1. Tožena stranka je z izpodbijanim sklepom tožnika pridržala, ker mu je že omejeno gibanje zaradi postopka vračanja v skladu z zakonom, ki ureja vstop, bivanje in zapustitev tujcev v Republiki Sloveniji, da bi se izvedel in izvršil postopek odstranitve ter je mogoče utemeljeno domnevati, da je tožnik prošnjo podal samo zato, da bi zadržal ali oviral izvedbo odstranitve, pri čemer je imel možnost zaprositi za mednarodno zaščito. Odločila je, da bo tožnik pridržan na prostore Centra za tujce v Postojni od 4. 6. 2020 od 15.20 ure do prenehanja razloga, vendar najdlje do 4. 9. 2020 do 15.20, z možnostjo podaljšanja za en mesec. <p/> 2. V obrazložitvi sklepa tožena stranka navaja, da je tožnik vložil prošnjo za priznanje mednarodne zaščite v Republiki Sloveniji dne 4. 6. 2020. Tožnik je bil 2. 6. 2020 odpuščen iz zaporov .... Okrožno sodišče ... mu je izreklo, med drugim, tudi stransko sankcijo izgona tujca iz države. Ker tožnika ni bilo mogoče takoj odstraniti iz Slovenije, je bil 2. 6. 2020 z odločbo nameščen v Center za tujce, kjer je 3. 6. 2020 izrazil željo po vložitvi prošnje za priznanje mednarodne zaščite, formalno pa je bila prošnja sprejeta 4. 6. 2020. Ob vložitvi prošnje je navedel, da je izvorno državo zapustil pred 4 leti. V Sloveniji doslej še ni zaprosil za mednarodno zaščito, je pa prošnjo vložil v Italiji, kjer ima tudi potni list. V Sloveniji je sicer od oktobra 2019. Tožnik je povedal, da prošnjo vlaga sedaj zato, ker je bil v zaporu, v zaporu pa ni vedel, da lahko zaprosi za mednarodno zaščito. Takoj po njegovem vstopu v Slovenijo so ga ujeli in dali v zapor. V Italiji je čakal na odločitev glede prošnje za mednarodno zaščito, vendar je vmes naredil napako in odšel v Slovenijo, kjer je šel v zapor. V Sloveniji prosi za mednarodno zaščito zato, ker je v Pakistanu ogrožen. <p/> 3. Po mnenju tožene stranke je izpolnjen pogoj za omejitev gibanja iz 3. alineje prvega odstavka 84. člena Zakona o mednarodni zaščiti (v nadaljevanju ZMZ-1). Glede na to, da je tožnik predhodno zaprosil za mednarodno zaščito tudi v Franciji in v Italiji, nato pa odšel v izvorno državo in se tam poročil ter prišel nazaj v Italijo, nato pa tudi v Slovenijo, ugotavlja, da s takimi dejanji onemogoča katerikoli državi vsebinsko odločanje o njegovih domnevnih težavah v izvorni državi. Zoper tožnika je tudi tekel postopek odstranitve iz Republike Slovenije, s formalno vložitvijo prošnje za mednarodno zaščito pa je tožnik ta postopek prekinil. Iz navedenega razloga tožena stranka upravičeno ugotavlja, da je prošnjo podal samo zato, da bi zadržal ali oviral izvedbo odstranitve. Vse od prijetja s strani policije 11. 10. 2019 je namreč imel možnost zaprositi za mednarodno zaščito, pa tega ni storil. Lahko bi prošnjo vložil že prej in ne šele v času svoje nastanitve v Centru za tujce, saj mu je bila ta možnost glede na njegove predhodno vložene prošnje zagotovo poznana. <p/> 4. V nadaljevanju obrazložitve sklepa tožena stranka podrobno pojasnjuje, zakaj je potrebno tožniku omejiti gibanje na prostore Centra za tujce in ne na območje azilnega doma, kjer taka omejitev gibanja ne bi mogla biti dovolj učinkovita. Z uporabo milejšega ukrepa ne bi bilo mogoče doseči namena omejitve gibanja, saj v azilnem domu ni ustreznih mehanizmov za preprečitev odhoda iz azilnega doma. <p/> 5. Tožnik vlaga tožbo iz vseh tožbenih razlogov po 27. členu Zakona o upravnem sporu (v nadaljevanju ZUS-1). V tožbi navaja, da je bil v svojih izjavah ves čas konsistenten. V Italiji je že 2. 8. 2018 vložil prošnjo za mednarodno zaščito, pred tem pa še v Franciji (4. 7. 2017). V Pakistanu je vsa njegova družina v sporu s stricem zaradi zemlje, ki jo je zapustil ded. Stric se je polastil te zemlje in sedaj grozi tožniku in njegovemu bratu. Zato bi se težko vrnil nazaj, saj ga je strah strica. Si pa hkrati želi, da bi zemljo lahko prodal in se skupaj s svojo družino preselil v Italijo ali Slovenijo. Zato je tudi tukaj zaprosil za mednarodno zaščito takoj, ko je prišel iz zapora .... Prošnje v Sloveniji ni vložil z namenom, da bi zadržal ali oviral izvedbo svoje odstranitve iz Slovenije. Njegova prošnja je vsebinska in resnična in ni podana zaradi oviranja postopka. Poleg tega se lahko ukrep omejitve gibanja na Center za tujce odredi zgolj takrat, ko v posameznem primeru ukrepa omejitve gibanja na območje azilnega doma ni mogoče učinkovito izvesti. Tožena stranka bi lahko odredila ukrep obveznega zadrževanja na območje azilnega doma, kar bi bil sorazmeren ukrep. Tožnik predlaga, da naj sodišče tožbi ugodi in izpodbijani sklep odpravi, podrejeno pa, da naj tožbi ugodi, izpodbijani sklep odpravi in vrne zadevo toženi stranki v ponovni postopek. <p/> 6. Tožnik je hkrati s tožbo vložil tudi zahtevo za izdajo začasne odredbe, kjer zahteva, da naj sodišče izvrševanje izpodbijanega sklepa zadrži do pravnomočne odločitve o tem sklepu. Z izpodbijanim sklepom je kršena tožnikova pravica do osebne svobode. <p/> 7. Tožena stranka v odgovoru na tožbo meni, da je izpodbijani sklep zakonit in pravilen, zato pri njem vztraja in predlaga, da naj se tožba kot neutemeljena zavrne. <p/> K točki I izreka: <p/> 8. Tožba je utemeljena. <p/> 9. Pri svoji odločitvi se je tožena stranka oprla na 3. alinejo prvega odstavka 84. člena ZMZ-1. <p/> 10. Iz določila 3. alineje prvega odstavka 84. člena ZMZ-1 izhaja, da lahko prosilcu pristojni organ odredi ukrep obveznega zadrževanja na območje azilnega doma, kadar je prosilcu omejeno gibanje zaradi postopka vračanja v skladu z zakonom, ki ureja vstop, bivanje in zapustitev tujcev v Republiki Sloveniji, da bi se izvedel in izvršil postopek vrnitve ali postopek odstranitve ter je mogoče utemeljeno domnevati, da je prosilec prošnjo podal samo zato, da bi zadržal ali oviral izvedbo odstranitve, pri čemer je imel možnost zaprositi za mednarodno zaščito. Iz navedenega določila izhaja, da mora biti kumulativno podanih več pogojev, da je podan ta razlog za omejitev gibanja. Eden od pogojev je ta, da je mogoče utemeljeno domnevati, da je prosilec prošnjo podal samo zato, da bi zadržal ali oviral izvedbo odstranitve, pri čemer je imel možnost zaprositi za mednarodno zaščito. Tožena stranka je svojo domnevo, da je tožnik vložil prošnjo samo zaradi oviranja odstranitve, utemeljila s tem, ker prošnje ni vložil že prej, čeprav bi jo lahko. <p/> 11. Določilo 3. alineje prvega odstavka 84. člena ZMZ-1 predstavlja implementacijo Direktive 2013/33/EU Evropskega parlamenta in Sveta z dne 26. junija 2013 o standardih za sprejem prosilcev za mednarodno zaščito (v nadaljevanju Recepcijska direktiva II) v pravni red Republike Slovenije. Navedeno določilo ZMZ-1 pomeni implementacijo (d) točke tretjega odstavka 8. člena Recepcijske direktive II. Ta določa, da se sme prosilca pridržati, kadar je prosilec pridržan zaradi postopka vračanja v skladu z Direktivo 2008/115/ES Evropskega parlamenta in Sveta z dne 16. decembra 2008 o skupnih standardih in postopkih v državah članicah za vračanje nezakonito prebivajočih državljanov tretjih držav, da bi se pripravila vrnitev in/ali izvedel postopek odstranitve, ter zadevna država članica lahko na podlagi objektivnih meril, vključno s tem, da je prosilec že imel priložnost začeti azilni postopek, sklepa, da je mogoče utemeljeno domnevati, da prošnjo podaja samo zato, da bi zadržal ali otežil izvedbo odločbe o vrnitvi. Nadalje tretji odstavek 8. člena Recepcijske direktive II še določa, da se razlogi za pridržanje opredelijo v nacionalnem pravu. <p/> 12. Navedeno določilo torej izrecno določa, da se lahko domnevo, da je prosilec vložil prošnjo samo zaradi zadržanja svoje vrnitve, utemelji na podlagi objektivnih meril. Takih objektivnih meril pa trenutno veljavni ZMZ-1 ne vsebuje, kar pomeni, da navedeno določilo Recepcijske direktive II ni bilo v celoti implementirano v pravni red Republike Slovenije in se zato 8. člen Recepcijske direktive II v skladu z načelom primarnosti uporablja neposredno. Ker torej zakonodajalec objektivnih meril ni vnesel v ZMZ-1, do ustrezne spremembe ZMZ-1 ni možno omejiti gibanja na tej pravni podlagi (3. alineja prvega odstavka 84. člena ZMZ-1). V ZMZ-1 bi morali biti določeni kriteriji, po katerih bi bilo mogoče utemeljeno sklepati, ali je prosilec vložil prošnjo za azil samo zato, da bi zadržal svojo odstranitev. Taki objektivni kriteriji bi morali biti v zakonu določeni tudi zaradi spoštovanja osnovnih načel, na katerih temelji Recepcijska direktiva II. Tako je v uvodnem delu citirane direktive v točki 15 navedeno, da bi bilo treba pridržanje prosilcev uporabljati v skladu z osnovnim načelom, da se osebe ne bi smelo pridržati zgolj zato, ker prosi za mednarodno zaščito, zlasti v skladu z mednarodnimi pravnimi obveznostmi držav članic ter členom 31 Ženevske konvencije. Prosilca se sme pridržati le v zelo jasno opredeljenih izjemnih okoliščinah, ki jih določa ta direktiva, ter ob upoštevanju načela nujnosti in sorazmernosti tako glede načina kot tudi namena takega pridržanja. <p/> 13. Ker torej Recepcijska direktiva II v uvodnem delu izrecno določa, da se sme pridržanje izvesti le v zelo jasno opredeljenih izjemnih okoliščinah, morajo biti kriteriji za domnevo, da je nekdo vložil prošnjo samo zaradi oviranja odstranitve, dovolj določno opredeljeni v zakonu, takih objektivnih kriterijev pa, kot je bilo že pojasnjeno, trenutno veljavni ZMZ-1 ne vsebuje. Zgolj dejstvo, da prosilec vloži prošnjo za azil v času izvajanja odstranitve iz države, samo po sebi še ne pomeni, da jo je vložil izključno s tem namenom, da bi oviral odstranitev, ob upoštevanju dejstva, da je iz podatkov baze Eurodac, ki so del upravnega spisa, razvidno, da je tožnik predhodno že vložil prošnjo za mednarodno zaščito v Italiji in Franciji. <p/> 14. Sodišče še pripominja, da je Vrhovno sodišče RS že v zadevah X Ips 1/2019 in X Ips 11/2019 presojalo pravilnost in zakonitost odločitve v zvezi s 5. alinejo prvega odstavka 84. člena ZMZ-1, ki se nanaša na 28. člen Uredbe 604/2013/EU (v nadaljevanju Uredbe Dublin III) in s tem na nevarnost pobega iz 2(n) točke navedene uredbe. Ta ureja, da mora biti nevarnost pobega določena na podlagi objektivnih kriterijev, ki so določeni z zakonom. Vrhovno sodišče je s sodbama v navedenih zadevah ugotovilo, da ti kriteriji (kljub enaintrideseti točki drugega člena ZMZ-1, ki blanketno ureja nevarnost pobega) v ZMZ-1 niso podani, zato ni pravne podlage za izrekanje takšnega ukrepa omejitve gibanja. V konkretni zadevi ravno tako objektivni kriteriji za to, da tožena stranka lahko utemeljeno domneva, da tožnik prošnjo za mednarodno zaščito podaja le za to, da bi zadržal ali otežil izvedbo odločbe o vrnitvi, v zakonu niso določeni. Zato sodišče ugotavlja, da tudi v tej zadevi ni pravne podlage za izrekanje ukrepa omejitve gibanja na podlagi 3. alineje prvega odstavka 84. člena ZMZ-1. <p/> 15. Ker je sodišče po navedenem ocenilo, da v konkretnem primeru torej ni podan razlog za omejitev gibanja iz tretje alineje prvega odstavka 84. člena ZMZ-1, je sodišče izpodbijani sklep odpravilo na podlagi 4. točke prvega odstavka 64. člena ZUS-1. Ker je sodišče sklep odpravilo zaradi napačne uporabe materialnega prava, se do vseh ostalih navedb tožeče stranke v tožbi ni opredeljevalo. <p/> 16. ZMZ-1 v šestem odstavku 84. člena določa, da sodišče po predhodnem ustnem zaslišanju prosilca o tožbi tožnika odloči v treh delovnih dneh. Iz predloga ZMZ-11 je razvidno, da se zaslišanje opravi zaradi občutnega posega v svobodo prosilca, torej v njegovo korist. V obravnavani zadevi, ko za ukrep omejitve gibanja po 3. alineji prvega odstavka 84. člena ZMZ-1 ni ustrezne podlage, pa bi zaslišanje prosilca doseglo celo nasproten namen. Izvedba glavne obravnave bi bila torej sama sebi namen; hkrati pa bi bilo kršeno načelo ekonomičnosti postopka, saj bi moralo sodišče zaradi zaslišanja tožnika zagotoviti njegovo prisotnost, mu omogočiti tolmača in zastopanje po pooblaščencu, s čimer bi nastali nepotrebni stroški postopka. Toženi stranki pa s tem tudi ni bila kršena pravica do izjave, saj ji je bila vročena tožba, na katero je odgovorila. <p/> K točki II izreka: <p/> 17. Sodišče je predlog za izdajo začasne odredbe ob smiselni uporabi 6. točke prvega odstavka 36. člena ZUS-1 zavrglo, saj tožnik glede na odločitev o tožbi za izdajo začasne odredbe nima pravnega interesa. Skladno z določilom prvega odstavka 73. člena ZUS-1 namreč zoper to sodbo ni dovoljena pritožba in glede na to, da pritožba ni mogoča, pomeni, da je sodišče z izdajo sodbe (I. točka izreka) pravnomočno odločilo o zadevi, torej tožnik nima več pravnega interesa za začasno odredbo, ki je časovno vezana na čas do pravnomočne sodne odločbe. S pravnomočnostjo te sodbe namreč omejitev gibanja sama po sebi preneha, saj je sklep o omejitvi gibanja odpravljen.",Legal/Regulation
291,"Ali je res da je g. župan nabavil 33 božičkovih oblačil za svetnike? <p/> Komentarji (1) <p/> 24. november 2006 ob 10:13 <p/> Ni res, da je župan Mestne občine Celje nabavil božičkova oblačila za mestne svetnice in svetnike. Mestni svet namreč ni izmišljena dežela božičkov in drugih pravljičnih bitij, pač pa resen organ, ki sprejema pomembne odločitve o razvoju mesta.",Forum
176,"SUBVENCIONIRANJE ŠOLSKE MALICE V PRORAČUNSKIH LETIH 2013 IN 2014 <p/> V proračunskih letih 2013 in 2014 do polne subvencije za malico oziroma do v celoti brezplačne malice upravičeni dijaki iz družin, v katerih povprečni mesečni dohodek na osebo, ugotovljen v odločbi o otroškem dodatku, ne presega 42 % neto povprečne plače v RS. <p/> Do delne subvencije za malico so upravičeni dijaki iz družin, v katerih povprečni mesečni dohodek na osebo, ugotovljen v odločbi o otroškem dodatku, znaša: <p/> nad 42 do 53 % neto povprečne plače v RS (peti razred otroškega dodatka), in sicer v višini 70 cene malice oziroma <p/> nad 53 do 64 % neto povprečne plače v RS (šesti razred otroškega dodatka), in sicer v višini 40 cene malice. <p/> CENA MALICE IN VIŠINA SUBVENCIJE V ŠOLSKEM LETU 2013/14 <p/> Srednja šola: <p/> cena malice znaša 2,42 evra, <p/> za prejemnika 70 subvencije 0,73 evra, <p/> za prejemnika 40 subvencije 1,45 evra.",Information/Explanation
748,"Kaj pa domene? <p/> O domenah morda slišimo veliko, ko govorimo o spletnem gostovanju. Na kratko je domena ime, ki si ga bomo izbrali za našo spletno stran. To ime bodo morali obiskovalci vtipkati v brskalnik, da bodo prišli do naše spletne strani. Izbira domene je izredno pomembna, saj ime ne sme biti predolgo ali prekratko. Priporočeno je, da se držimo sledečih smernikov: <p/> Ime mora biti med 4 in 20 znaki <p/> Preden izberemo ime, se prepričajmo, da ga lahko izgovorimo brez težav <p/> Pazimo, da ne kupimo domeno, ki je bila že zlorabljena v preteklosti s strani podjetja ali fizičnega uporabnika <p/> Pazimo, da naša izbrana domena ali domene niso preveč podobne že obstoječim na trgu <p/> Domene imajo tudi različne končnice ali podaljške. To so lahko .si, .com, .org, .me ipd. Izmed vseh je še vedno najbolj popularna .com končnica, vendar ima vedno večjo konkurenco. Priporočljivo je, da si izberemo primerno domeno za naš način poslovanja. Če bomo poslovali večinoma v svoji državi, potem potrebujemo podaljšek domene, ki je lokalen za našo državo, drugače pa lahko izberemo katerega od drugih podaljškov.",Instruction
156,"Beatifikacija drinskih mučenk v Sarajevu <p/> 28. september 2011 ob 10:11 <p/> V Sarajevu v Bosni in Hercegovini je v s oboto, 24. septembra 2011, potekala razglasitev petih drinskih mučenk, redovnic Hčere božje ljubezni, za blažene. Na slovesnosti, ki jo je vodil kard. Angelo Amato, prefekt kongregacije za svetnike, se je zbralo okoli 18.000 vernikov. Na beatifikacijo so s 13. avtobusi romali tudi verniki iz Slovenije. Med petimi novimi mučenkami sta namreč dve Slovenki, z Dolenjske, s. M. Krizina Bojanc in s. M. Antonija Fabjan. <p/> Sestre Hčere božje ljubezni <p/> Potovanje sester od Pal preko Romanije do Goražda, je trajalo štiri dni in štiri noči. V Goražde so prispele 15. decembra 1941 popoldne. Namestili so jih v drugo nadstropje vojašnice. Še tisti večer so podivjani in pijani četniki vdrli v njihovo sobo in jih hoteli onečastiti. V obrambi svojega človeškega dostojanstva in obljube čistosti so se sestre iztrgale iz rok napadalcev in druga za drugo poskakale skozi okno. Četniki so medtem zdrveli pred vojašnico in težko ranjene sestre z noži usmrtili. Odvlekli so jih do reke Drine, ki je nekaj dni za tem odnesla njihova trupla. S. M. Berchmana je deset dni ostala v Sjetlini, kjer si je kar dobro opomogla. Nato naj bi odšla v Goražde, k drugim sestram, ki pa so bile medtem že mrtve. Dva četnika sta jo odpeljala na saneh. Kočijaž je potem, ko se je vrnil, povedal, da je srečno prispela k svojim sestram. Spremljevalec pa je imel njen rožni venec obešen okoli vratu. Zapisano je, da je bila ubita 23. decembra 1941. Sestre Jula, Berchmana, Krizina, Antonija in Bernadeta, znane kot „ Drinske mučenke “, so velikodušno in z nesebično ljubeznijo, kot misijonarke v "" trpinčeni Bosni "", služile Bogu predvsem s pomočjo ubogim. Zvestobo Bogu so potrdile s prelitjem svoje krvi. <p/> Glas o njihovi mučeniški smrti se je razširil daleč naokoli. Zato je kardinal Vinko Puljić, vrhbosanski nadškof, potem ko je dobil potrebno dovoljenje od Kongregacije za razglasitev za svetnike, 4. decembra 1999 izdal odlok o začetku škofijskega postopka za njihovo beatifikacijo. Razglasitev božjih služabnic s. M. Jule Ivanišević in štirih sester za blažene ni samo uradno priznanje njihovega mučeništva, ampak tudi visoko priznanje duhovnih vrednot, za katere so sestre živele in žrtvovale svoja življenja. Jula Ivanišević, Berchmana Leidenix, Krizina Bojanc, Antonija Fabjan in Bernadeta Banja so priče izjemne zvestobe Bogu in dejavne ljubezni do ubogih. V veri upravičeno upamo, da bo njihova prelita kri seme novih osveščenih in odgovornih kristjanov in novih duhovnih poklicev za nove čase. Mučenke so močne zagovornice v vseh potrebah, posebno v težkih življenjskih preizkušnjah in nevarnostih. Mnogi so se o tem že prepričali. <p/> Blažena s. Marija Krizina Bojanc, po krstnem imenu Jožefa, redovnica in mučenka, se je rodila 14. maja 1885 v Šmarjeti na Dolenjskem. V 36. letu starosti je stopila v redovno skupnost Hčera Božje ljubezni v Sarajevu. Polna sestrinske ljubezni se je odlikovala po nenehni molitvi, žrtvi in spokorniškem življenju. Že v času življenja so jo imenovali »sestra molitve«. Svoje življenje je kronala v zvestobi Kristusu, ko je 15. decembra 1941 raje darovala svoje življenje, kot pa se izneverila zaobljubam in Kristusu. Njena mučeniška kri je jasen dokaz, da je bolj ljubila Boga kakor svoje življenje. <p/> Blažena s. Marija Antonija Fabjan, tudi ona je bilka po krstnem imenu Jožefa, redovnica in mučenka, se je rodila 23. januarja 1907 v Malem Lipju v župniji Žužemberk. V 22. letu starosti je stopila v redovno skupnost Hčera Božje ljubezni v Sarajevu in 19. marca 1932 naredila zaobljube. Odlikovala se je po preprostosti, iskrenosti, pobožnosti in zbranosti. Zvesta svojemu redovniškemu poklicu je skupaj z ostalimi štirimi sestrami bila 15. decembra leta 1941 mučena in ubita. Iz ljubezni do Kristusa je sprejela nase mučeništvo, da se »Jezusovo življenje razodene na njenem umrljivem telesu« (prim. 2 Kor 4, 11). <p/> Obe slovenski sestri izhajata iz novomeške škofije. <p/> God drinskih mučenk bo na njihov smrtni dan 15. decembra. <p/> Mučenke so vzornice zvestobe Bogu, človeškega in ženskega dostojanstva ter dejavne ljubezni do bližnjih ter priprošnjice tako za nove, zlasti ženske duhovne poklice, kot tudi v raznovrstnih življenjskih preizkušnjah.",Information/Explanation
566,Uporaba: <p/> Izdelek nežno vtrite v vlažne lase. <p/> Splahnite in ponovite postopek. <p/> Za najboljše rezultate je priporočljiva redna uporaba.,Instruction
312,"So sistematski pregledi res obvezni? <p/> V društvu za svobodo odločanja dobivamo s strani staršev vse več ogorčenih pisem, v katerih nas obveščajo o nedopustni praksi pediatrov in šolskih zdravnikov v primerih, ko otroka ni na sistematski pregled. Nekateri starši so deležni celo groženj s prijavo na CSD zaradi “ zanemarjanja ” otroka, spet drugim sporočajo, da ne bodo več njihov izbrani zdravnik vkolikor ne pridejo na pregled (čeprav je otrok zdrav! ). Očitno gre za vse večji pritisk na starše s strani pediatrov in nekaterih državnih institucij, kar se ne nazadnje kaže tudi v povečanem nezadovoljstvu in odporu staršev. <p/> Zdravstveni dom eni od družin neposredno pisno grozi – brez vsakršne zakonske podlage! – da če ne bodo pripeljali dojenčka na sistematski pregled, jim bodo poslali za vrat Center za socialno delo. V spremnem dokumentu vam pošiljam uradno pojasnilo Ministrstva za zdravje (iz januarja 2011), iz katerega jasno izhaja, da so sistematski pregledi v Sloveniji PRAVICA in da NISO OBVEZNI. <p/> Kako je zdaj s temi sistematskimi pregledi, ali so obvezni (ZZVZZ) ali niso (izjave Ministrstva za zdravje)? Ali v tej državi dobiš za vrat CSD, če ne greš na tak pregled? Od kod in zakaj, kdo jim daje to pravico pošiljanja CSD nad starše in de facto vsiljevanja sistematike kot obvezne? So takšne grožnje in pritiski s strani zdravnikov in države dopustni? <p/> Menimo, da gre za intenzivno povečevanje pritiska na starše preko vseh dopustnih meja, zato civilnodružbena gibanja razmišljamo o obliki javnega protesta proti zaostrovanju represije nad starši s strani pediatrov in države. Če nam te ne bo uspelo ustaviti - bo kmalu vsak starš, ki se z otrokom ne bo pojavil na sistematiki, prejel grožnje ali celo obravnavo na CSD? <p/> Takšna praksa pediatrov in drugih akterjev v zdravstvu je v nasprotju z zakonodajo in smernicami dobre prakse pediatrov, pa tudi s konvencijo ZN o otrokovih pravicah, ki jo Republika Slovenija s tem, ker tega področja zakonsko ne uredi, grobo krši. <p/> Člen 18 poudarja, da primarna odgovornost in skrb za rast in razvoj otroka v vseh pogledih pripada staršema (ali v posebnih primerih zakonitim zastopnikom), otrokov interes pa je temeljna starševska skrb. Da bi starši ta cilj lahko dosegali, jim morajo države podpisnice omogočiti ustrezno podporo in ustanoviti ustanove ter zagotoviti storitve, ki jih bodo starši lahko uporabljali za dosego tega cilja. Člen 24 izpostavlja otrokovo pravico do uživanja najvišjega standarda zdravja in pravico dostopanja do ustanov za zdravljenje bolezni ter rehabilitacijo zdravja. Vloga države je poskrbeti za dostopnost do teh ustanov in tehnologij, poskrbeti pa mora tudi, da so vsi segmenti družbe, posebej starši in otroci, informirani o teh možnostih, da imajo dostop do izobraževanja o njih in do temeljnega znanja o zdravju in prehrani otrok, prednostih dojenja, higiene in čistega okolja ter preprečevanju nesreč. Nikjer v konvenciji ne piše, da se morajo družine podvreči obveznim postopkom na področju zdravstvene preventive in medicinskih pregledov in posegov. Dejstvo je, da zaradi pritiskov pediatrov že lep del slovenskih staršev hodi na preglede v tujino, predvsem v Avstrijo. Tam mnoge starše celo vprašajo po kaj so prišli, saj je otrok vendar zdrav in da toliko pregledov po njihovem mnenju ne bi potreboval. Še dokaz več, da je v Sloveniji nekaj zelo narobe. <p/> Dejstvo pa je tudi, da so v zadnjem času CSD-ji nekaj družinam zaradi podobnih razlogov odvzeli otroke. Se bomo starši v prihodnje morali bati lastne države? Če je za vas tema zanimiva, vas vabimo, da se za več informacij obrnete na naše društvo, kontakti so navedeni spodaj. Predvsem pa slovenski javnosti dolguje takojšnje pojasnilo o vsem tem MINISTRSTVO ZA ZDRAVJE.",Opinion/Argumentation
91,"Jesenice - Prenova dvorane Podmežakla na Jesenicah poteka po načrtih, tako časovno kot finančno. V prenovljeni dvorani bodo septembra tudi predtekmovanja v okviru letošnjega evropskega košarkarskega prvenstva, pri organizaciji tekmovanj pa bodo potrebovali tudi prostovoljce in prostovoljke. <p/> Za različna prizorišča v Sloveniji jih potrebujejo več kot tisoč, v občini Jesenice sto dvajset. Rok za prijavo so podaljšali do 5. maja. Vodja prostovoljcev jeseniškega odbora in koordinator mlajših selekcij v Košarkarskem klubu Jesenice Primož Samar pravi, da je zaželeno, da prostovoljci govorijo kakšen tuj jezik, kar nekaj prostovoljcev pa bo na Jesenicah tudi iz ostalih držav.",News/Reporting
