,text,labels
505,"Samsungov Exynos 2200 se je pred kratkim pojavil na 3DMarkovem preizkusu Wild Life in dosegel impresivnih 8134 točk. To je precej nad Snapdragonom 888, še pomembneje pa je, da je ta rezultat tudi višji od prihajajočega Snapdragona, ki naj bi se imenoval Snapdragon 895. <p/> Nokia je zoper Oppo vložila številne tožbe zaradi kršitev patentov v zvezi s patenti 5G ter SEP. Ti patenti govorijo o povezljivosti, vmesniku in varnostnih funkcijah. Tožbe je Nokia vložila tako na evropskih kot azijskih trgih. <p/> Mobilni kongres MWC, ki zadnja leta poteka v Barceloni, je bil lani prvi izmed večjih, ki je zaradi korona krize še pred uradnim odprtjem zaprl svoja vrata. Tudi za letošnje leto sprva ni kazalo najbolje, vseeno pa je organizatorjem, sicer v poletnem terminu, uspelo pod streho spraviti nekakšno hibridno obliko dogodka. <p/> Samsung Electronics je na svetovnem kongresu MWC 2021 naznanil One UI Watch uporabniški vmesnik. Nov vmesnik je zasnovan tako, da nudi še bolj povezano uporabniško izkušnjo. Samsung je tudi potrdil, da bo One UI Watch vmesnik za Galaxy Watch na voljo na novi poenoteni platformi, ki je bila ustvarjena skupaj z družbo Google. <p/> Finska blagovna znamka HMD Global je v sodelovanju s podjetjem za raziskave Fly Research opravila raziskavo o uporabi mobilnih telefonov v Evropi. Raziskava je bila izvedena v 30 državah, in sicer marca 2021. Pokazalo se je, da se je uporaba povečala za kar 84 odstotkov.",List of Summaries/Excerpts
323,"Šentovi poletni dnevi <p/> Vroče poletne dni smo v dnevnem centru ŠENT Trbovlje, ki je namenjen posameznikom s težavami v duševnem zdravju, tistim, ki se znajdejo v trenutni duševni stiski ter njihovim svojcem in vsem, ki jih zanima področje duševnega zdravja, preživljali pestro in zanimivo. Bili smo ustvarjalni in počitniško razpoloženi. <p/> V prijetno urejenih prostorih, ki smo jih med poletjem prebelili in preuredili, (kar ne bi bilo mogoče brez dobre volje naših prostovoljcev in uporabnikov), se srečujemo vsak delovni dan med osmo in šestnajsto uro. Vsakdan poskušamo zapolniti s čim več zanimivimi aktivnostmi. V našo družbo radi povabimo goste in prostovoljce. <p/> Tako smo se sprostili v druži kitarista Jureta Jahna, ki nam je odigral nekaj popularnih zabavnih skladb in nekaj skladb iz različnih zgodovinskih obdobij. Prvič smo prisluhnili tako zahtevnemu programu, odigranemu na kitari in bili več kot presenečeni. V okviru predavanja športnika Mitje Duha smo izvedeli marsikaj novega o teku in zdravem načinu življenja in se navzeli njegove življenjske energije. Obiskala nas je prostovoljka Špela Natek in nam predstavila nov način izdelovanja škatel iz valovite lepenke. Tako škatle kot vsi druge naši izdelki so na voljo na prodajno razstavni stojnici na tržnici Trbovlje enkrat mesečno. <p/> Organizirali smo tri kopalne izlete, ki ne bi bili mogoče brez velikodušne pomoči naših donatorjev. Najlepše se zahvaljujemo Thermani d.d., družbi dobrega počutja Laško, Rimskim termam d.o.o. in podjetju ZPO Celje d.o.o. za donacijo kart za kopanje. <p/> Na sončen julijski petek je prostore dnevnega centra zajela tekmovalna mrzlica, saj smo se v velikem številu udeležili turnirja v pikadu. Tekmovalnost je kmalu prerasla v medsebojno spodbujanje in sodelovanje. Tudi nagrade smo si razdelili v športnem duhu. <p/> Enkrat mesečno smo gostili predsednika našega združenja mag. Eda P. Belaka, ki pripravlja predavanja in vodi pogovorne skupine. K udeležbi na skupini ter pri vseh drugih naših aktivnostih vedno znova vabimo vse, ki bi se nam radi pridružili, z nami sodelovali, se česa novega naučili, zgolj poklepetali ali z nami podelili svoje znanje.",News/Reporting
142,"Zalivanje zelenice <p/> Začela se je sezona, ko je treba za zelenico dobro poskrbeti, da izgleda kar najbolje skozi vroče poletne dni. <p/> Napačno je mnenje, da je travo potrebno namakati. Dovolje je že, da jo zalijemo. Z namakanjem škodujemo korenimam, da bi zrasle globlje v zemljo. <p/> Boljši je sistem ‘ podzemnih ’ škropilcev, ki jih lahko nastavimo na samodejno zalivanje trate. Glede na to, da so ti škropilci pod površjem, je dovolj, da trato zalijemo nekajkrat tedensko, saj se v zemlji zadrži več vlage, kot pa na površju. Če nimate namena kupiti takšnega sistema, pa je dobro, da preden zalijete travo, pregledate vlago zemlje. Najbolje je to storiti tako, da se sprehodite po travi in če vidite odtise podplatov v travi, pomeni, da je travo potrebno zaliti. Prav tako vam trave ni potrebno zalivati, če je dalj časa deževalo, saj se je vlaga ohranila v zemlji. <p/> Najprimernejši čas za zalivanje trave je zgodaj zjutraj ali zvečer, saj s tem zmanjšamo vrednost izhlapevanja. Vseeno pa strokovnjaki priporočajo, zalivanje trave zgodaj zjutraj (od 5 do 9 ure), saj lahko večerno zalivanje povzroči razne bolezni trate, saj vlaga ne izhlapi in se zato naredijo popolni pogoji za razvoj travnih bolezni. Tako bo zemlja vlažna dalj časa, vi pa boste pripomogli k varčevanju z vodo.",Instruction
863,"Za masivno oziroma zidano gradnjo imamo na voljo več različnih materialov. Lahko se odločimo za opečne zidake z izboljšanimi toplotnoizolativnimi lastnostmi (termoopeko), lahke bloke iz porobetona ali opažne elemente iz ekspandiranega polistirena, katerih sredico je treba zaliti z betonom. O njihovih lastnostih, toplotni izolativnosti in načinu zidanja pišemo v nadaljevanju. <p/> Z vsemi naštetimi materiali lahko dosežemo takšno toplotno prehodnost celotne sestave zunanje stene, ki ustreza merilom nizkoenergijske ali pasivne gradnje. Steno, zgrajeno iz materiala z večjo toplotno prevodnostjo, bo treba obložiti z debelejšim slojem toplotne izolacije, da bi dosegli enak ali vsaj podoben učinek kot pri steni iz materiala z manjšo toplotno prevodnostjo. Materiali se med seboj razlikujejo še po načinu zidanja in času, ki je potreben za sušenje zidov, pa tudi po tem, kako oziroma s katerimi dodatnimi elementi lahko olajšamo izvedbo detajlov in preprečimo nastanek toplotnih mostov. <p/> Termoopečni zidaki različnih dimenzij <p/> Opečni zidaki z izboljšanimi toplotnoizolativnimi lastnostmi so na voljo v različnih oblikah in dimenzijah, graditelji pa se zanje odločajo tudi zato, ker gre za naravni material. Goriške opekarne ponujajo termozidake debeline 39, 29 in 25 centimetrov. Toplotna prevodnost prvih je 0,22 W/mK, toplotna prehodnost iz njih sezidane stene pa 0,51 W/m2K. Toplotna prevodnost drugih in tretjih je 0,24 W/mK, medtem ko je toplotna prehodnost stene iz 29 centimetrov debelih zidakov 0,72 W/m2K, toplotna prehodnost stene iz 25-centimetrskih zidakov pa 0,83 W/m2K. Vsem sta skupna linijsko zamaknjeno satovje in povečana masa gline v volumenski enoti zidaka v primerjavi s klasičnimi opečnimi zidaki, pravi Gregor Malik iz Goriških opekarn. Zamaknjeno satovje pripomore k daljšemu potovanju tako hladu kot toplote v notranjost objekta, masa opeke pa k znatno večji akumulaciji toplote in s tem k boljšemu uravnavanju temperature v prostoru. <p/> Zidanje se ne razlikuje bistveno od zidanja s klasičnimi opečnimi zidaki, nekoliko drugačna je le izvedba vertikalnih vezi, ki s sistemom pero-utor močno olajša delo. Malta se v tem primeru samo strese v žepkasto jedro, ki nastane, ko en zidak približamo drugemu, pojasni Malik in doda, da ni vseeno, v kakšnih vremenskih razmerah gradimo. Vsak zidar dobro ve, da obdobje mraza in zmrzali ali močne poletne pripeke ni najbolj primerno za kakovostno gradnjo. Pozimi lahko zmrzuje voda v malti, kar povzroči neustrezne reakcije pri njenem spajanju z opeko, zato so vezi šibkejše, kot bi bile ob ustreznih temperaturah. V poletni pripeki pa se malta zaradi vročine in nenavlažene opeke prehitro izsuši. <p/> Za toplotno izolacijo zidov iz termoopeke v Goriških opekarnah priporočajo paroprepustne izolativne materiale. Z 12 centimetri kamene volne na najdebelejšem zidaku dosežemo nizkoenergijski standard, z 18 centimetri enake izolacije pa pasivnega. Steno iz 25-centimetrskega zidaka je treba obložiti s 14 centimetri kamene volne, če želimo nizkoenergijsko hišo, ali z 20 centimetri kamene volne za pasivni standard. <p/> Za kvadratni meter zidu bomo porabili 20 zidakov debeline 39 centimetrov, 15 zidakov debeline 29 centimetrov in 12,5 zidaka debeline 25 centimetrov. Graditeljem so na voljo tudi vsi protipotresni vogalni in zidni elementi ter ustrezne polovičke. <p/> Posebno lepilo namesto malte <p/> Wienerberger Opekarna Ormož graditeljem nizkoenergijskih in pasivnih hiš med drugim ponuja termozidake različnih debelin iz brušene opeke, pri katerih namesto malte uporabljamo posebno lepilo, za lažjo in kakovostnejšo izvedbo detajlov pa obstajajo še sistemske rešitve toplotnih mostov v območju vertikalnih in horizontalnih vezi ter preklad z integriranimi omaricami za zunanje žaluzije. <p/> Pasivni standard dosežemo že s termozidaki debeline 30 centimetrov, ki imajo toplotno prevodnost 0,14 W/mK, obložiti pa jih je treba z 20 centimetri izolacijskega materiala s toplotno prevodnostjo 0,032 W/mK. Toplotna prehodnost takega zidu je 0,12 W/m2K, pravi Boštjan Kosec iz ormoške opekarne in doda, da nizkoenergijski standard dosežemo, če 30 centimetrov debele zidake obložimo s 15 centimetri izolacije iz polistirena. <p/> Za zunanje zidove se uporabljajo še vertikalne protipotresne vezi na približno štiri do šest metrov in na vseh vogalih. Zidanje olajšajo dodatni elementi, kot so vogalniki za izvedbo vertikalnih vezi in vogalniki, ki rešujejo problem toplotnega mostu v območju vertikalne vezi, sistemska preklada z omarico za zunanje žaluzije, stropni sistem in polmontažne prednapete preklade ter izolacijski elementi za izolacijo horizontalnih vezi (venčna opeka, venčni opaž). <p/> Povprečna masa kubičnega metra zunanjega zidu je približno tisoč kilogramov. Čas zidanja je odvisen od velikosti zidakov. Za kubični meter zidu potrebujemo 85 klasičnih opečnih zidakov, 3,7 ure in 220 litrov sveže malte. Za kubični meter stene iz 30-centimetrskih termozidakov potrebujemo 53 zidakov, 3,2 ure in 180 litrov sveže malte. Za enako veliko steno iz brušene termoopeke potrebujemo enako število zidakov, a le 1,6 ure in ustrezno količino poliuretanskega lepila. <p/> Lahki bloki iz porobetona <p/> Za osnovno konstrukcijo lahko izberemo lahke bloke iz porobetona z izboljšano toplotno prevodnostjo. Toplotna prevodnost blokov z gostoto 350 kg/m3 je 0,100 W/mK, toplotna prehodnost zunanje stene iz 40 centimetrov debelih blokov (po naročilu so na voljo tudi 50-centimetrski) je 0,24 W/m2K. Toplotna prevodnost termoblokov z gostoto 300 kg/m3 je 0,086 W/mK, toplotna prehodnost 40-centimetrskega zidu pa je 0,21 W/m2K. Obe vrsti termoblokov zadostita zahtevam pravilnika o učinkoviti rabi energije v stavbah (Pures) že brez dodatne toplotne izolacije, pravi Nataša Tavčar iz podjetja Xella porobeton. Pri toplotni izolativnosti zidu so po njenih besedah pomembne tudi izgube zaradi malte, ki so pri zidanju z bloki zaradi tankoslojne lepilne malte debeline dva do tri milimetre zanemarljive (manj kot štiriodstotne). <p/> Zaradi tankoslojne lepilne malte je potrebna natančnost, kar pa ni težko, če graditelj uporablja ustrezno orodje in upošteva navodila proizvajalca. Pomembno je, da se prva vrsta polaga v malto, ki omogoča odpravo neravnin na podlagi. Tankoslojno lepilno malto je treba nanašati z lopaticami, ki omogočajo enakomerni nanos. V naslednjih vrstah se morebitne neravnine, ki se pojavijo na stikih zidakov, odpravijo z uporabo deske za izravnavo. Graditeljem so na voljo še dodatni elementi, ki olajšajo gradnjo in rešujejo težave s toplotnimi mostovi: tipske preklade, protipotresni bloki (za vertikalne vezi) ter U- in L-elementi (za horizontalne in poševne vezi). Dodatno opaževanje ni potrebno, kar še pospeši in ne nazadnje poceni gradnjo, doda Tavčarjeva. <p/> Količina dodatne izolacije je odvisna od tega, kako energijsko varčno hišo želimo. Enoslojni zid ustreza zahtevam Puresa za varčno hišo s porabo 35–50 kWh/m2a. Za zelo dobre nizkoenergijske hiše s porabo pod 20 kWh/m2a je treba na 40-centimetrske zidake dodati še 10 do 14 centimetrov toplotne izolacije, s čimer zagotovimo toplotno prehodnost zidu od 0,16–0,14 W/m2K. Graditelj lahko izbere mineralne toplotnoizolacijske plošče, ki so tako kot bloki negorljive (razred A1), paroprepustne, trdne, oblikovno stabilne in jih je preprosto oblikovati. Če želimo pasivno hišo, mora biti toplotna prehodnost zidu manjša od 0,15 W/m2K oziroma se mora pri enodružinskih hišah približati 0,10 W/m2K. To vrednost dosežemo s 40 centimetrov debelimi bloki in 22 centimetri izolacije iz mineralnih plošč. <p/> Delo s porobetonskimi bloki je kljub velikim dimenzijam razmeroma preprosto, saj so zelo lahki. Za pozidavo kubičnega metra nosilnega zidu s 40-centimetrskimi bloki potrebujemo samo 1,71 ure oziroma 1,92 ure, če zidamo s 30 centimetrov debelimi bloki. Za kvadratni meter zidu bomo porabili le osem blokov. <p/> Opažni elementi iz ekspandiranega polistirena <p/> Predpisane toplotne lastnosti zunanjih sten za nizkoenergijske in pasivne hiše je mogoče dokaj preprosto doseči s sistemom, ki ga sestavljajo elementi iz ekspandiranega polistirena, katerih sredico zalijemo z betonskim jedrom. Certifikat nemškega inštituta za pasivno gradnjo potrjuje primernost sistema za pasivne hiše, saj omogoča gradnjo brez toplotnih mostov. Stene so debele od 25 do 40 centimetrov, betonsko jedro od 15 do 20 centimetrov, zidake pa lahko kupimo že sestavljene ali pa jih s pomočjo plastičnih distančnikov, ki hkrati služijo kot sidra za armaturo, sestavljamo sami, pravi Nataša Jančar iz podjetja Varčna gradnja. <p/> Toplotna prevodnost materiala, iz katerega so zidaki, je 0,029 W/mK, toplotna prehodnost zidu pa je odvisna od debeline zidaka – od 0,26 do 0,11 W/m2K, zvočna izolativnost je od 44 do 54 dB. Vsak kvadratni meter stene sprejme 0,14 do 0,15 kubičnega metra betona, kar pomeni, da kvadratni meter zidu tehta od 350 in 400 kilogramov, odvisno od sestave betona in debeline betonskega jedra. <p/> Zidanje bo hitrejše, če bomo pri projektiranju upoštevali, da so vse mere objekta deljive s 5 (cm), saj bomo v tem primeru zidake manj prirezovali, svetuje Jančarjeva. Sicer pa so pri delu potrebni le natančnost, skrbnost in upoštevanje navodil. Stene betoniramo pri polovični višini, kar pri normalno veliki etaži ustreza večji ali manjši hruški betona. Upoštevamo nasvete o granulaciji betona, stene pa pred betoniranjem podpremo in beton vgrajujemo počasi, po slojih. Če upoštevamo navodila, bomo vlili ravne monolitne stene brez zračnih žepov, predvsem pa bomo dosegli zrakotesne stike z armiranobetonsko ploščo in betonsko streho, če smo se odločili zanjo. <p/> Smisel opažnih zidakov je v tem, pravi Jančarjeva, da dodatno oblaganje s toplotno izolacijo ni potrebno, saj na energijsko učinkovitost hiše vplivamo že z ustrezno izbiro zidakov. Če kupimo najtanjše, torej 25-centimetrske, bomo za las ujeli Pures, če izberemo najdebelejše (40 centimetrov), pa bo hiša s primerno umestitvijo na dani lokaciji in z dobrim zunanjim stavbnim pohištvom energijsko zelo učinkovita, lahko tudi pasivna. <p/> Pri povprečno veliki hiši lahko z dobro organizacijo pozidamo in zalijemo tudi eno etažo na dan. Za kvadratni meter potrebujemo štiri zidake (visoki so 25 in dolgi 100 centimetrov). Zidanje pospeši uporaba sistemskih elementov, kot so preklade, venčni elementi ter stropni in strešni elementi. <p/> Preprosto kot sestavljanje kock <p/> Hitro in preprosto gradnjo omogoča tudi sistem, podoben zgoraj opisanemu, ki je prav tako certificiran pri nemškem inštitutu za pasivno gradnjo. Sestavljajo ga opažni elementi iz penjenega polistirena, ki jih preprosto položimo skupaj in sredico zalijemo z betonom. Sistem omogoča izvedbo objekta brez toplotnih mostov v štirih različnih debelinah, ki so med seboj popolnoma kompatibilne in jih lahko kombiniramo na istem objektu, pravi Alen Mladinov iz podjetja Arhem – PasivnaGradnja.si. Toplotna prehodnost 31 centimetrov debele zunanje stene je 0,17 W/m2K, toplotna prehodnost 37-centimetrskega zidu je 0,13 W/ m2K, 43-centimetrskega pa 0,10 W/m2K. Zadnji dve debelini sta primerni za pasivne hiše, pri čemer ni potrebna dodatna toplotna izolacija. <p/> V vseh debelinah so na voljo tudi elementi, ki imajo na notranji strani sušeno glino, gradnjo pa olajšajo dodatni elementi s kovinskimi povezniki, elementi brez toplotnih mostov za preklade, stropni priključki, ohišja za rolete, balkon, krožni koti, obok, zunanja previsna konzola in podobno. Temu primeren je tudi program za stopnice, strope in izolacijo streh. <p/> Betonsko jedro je lahko debelo 15, 20 ali 26 centimetrov, odvisno od statičnih zahtev. Ena od prednosti sistema je, da se lahko izvede etaža v celoti in jo kot tako tudi zabetoniramo. Hitrost izdelave kubičnega metra je odvisna od debeline elementov. Pri normalnih objektih lahko potrebujemo zgolj deset minut. Z drugimi besedami: etažo stanovanjske hiše lahko zgradimo v enem dnevu, z vsemi okenskimi odprtinami, špaletami in roletnimi elementi vred, pravi Mladinov. Za kvadratni meter bomo porabili pet elementov.",Information/Explanation
436,"Medtem ko smo razmišljali, smo tudi že veliko naredili. V projektu Z vrta v službo povezujemo lokalne pridelovalce s podjetji v urbanih okoljih vizija serije dogodkov in aktivnosti v sklopu projekta Govori jezik zdravja je ponuditi nabor orodij za izboljšanje zdravstvene pismenosti celotne populacije REINOVATOR pa počasi, a vztrajno gradi most med civilno družbo in gospodarstvom za lažje doseganje skupnih ciljev. <p/> Naše delovanje spodbuja prepričanje, da temelji za boljše življenje v Sloveniji že obstajajo. Da je v ljudeh veliko potenciala za aktivno delovanje in ustvarjanje večje družbene enakopravnosti in višje ravni kvalitete življenja. Pogumno in z veliko mero odgovornosti stopamo v igro aktivnega soustvarjanja te sestavljanke in upamo, da se nam boste pri tem pridružili. In da boste zaupali nam, da se pridružimo vam. <p/> V tem blogu bomo spremljali izzive in uspehe, s katerimi se bomo soočali pri našem delu, trudili se bomo podajati izhodišča za odgovore na te izzive, predstavljali primere dobrih praks v Sloveniji (kdaj bomo pogledali tudi izza plank in predstavljali primere dobrih praks iz tujine). Vsebino bomo soustvarjali z našo sestrsko organizacijo revijo Viva ter seveda z vami. Vabljeni h komentiranju, k širjenju vsebin, predlaganju novih tem ter k aktivnemu vključevanju v njihovo nastajanje. Pišite komu iz naše ekipe, pocukajte nas za spletni rokav na Facebook strani ali preprosto komentirajte spodaj. <p/> Želimo vas slišati in upamo, da se bomo kmalu tudi spoznali. <p/> [ 1 ] Dobesedni prevod bi šel nekako takole: Viva, naj živi dolgo! . Najdemo tudi razlago, da je to moško ime madžarskega izvora. Za nas je Viva predvsem skupnost, ki svoje znanje in vrednote usmerja v krepitev medijskega poslanstva revije Viva, ter z ekipo soustvarjalcev Zavoda Viva pretaka te vrednote in znanja v konkretna dejanja.",Promotion
71,"5 razlogov, zakaj je coworking odlična rešitev <p/> V Sloveniji smo zadnje čase priča porastu tako imenovanih coworking pisarn, ki mladim podjetnikom omogočajo več fleksibilnosti kot delo v klasičnih pisarnah, hkrati pa so tudi cenovno ugodnejše, kar je še posebej pomembno za mlada podjetja. Imajo pa še številne druge prednosti! <p/> 5 razlogov zakaj je coworking odlična rešitev (Vir slike: sxc.hu) <p/> Coworking je odlična rešitev za mlada podjetja,... <p/> ... ker lahko delo in družino enostavneje ločite. <p/> Veliko podjetnikov, ki so danes sicer zelo uspešni, je začelo poslovati v domačih prostorih, najsi bo to v zaprašeni kleti ali v domači dnevni sobi. Dejstvo je, da imajo mladi podjetniki sprva zelo omejena denarna sredstva, zato je najem lastnih pisarniških prostorov zanje ponavadi prevelik strošek. <p/> V poštev zato pride prav najem poslovnih prostorov v tako imenovani coworking pisarni, ki je namenjena predvsem mladim podjetjem z malo člani ekipe. Tovrstne pisarne so cenovno veliko bolj ugodne od klasičnih pisarn, hkrati pa podjetniku omogočijo, da lahko enostavno ločuje domače in poslovne prostore. <p/> ... ker si lahko zgradite pravo pravcato mrežo poznanstev. <p/> Coworking pisarne na enem mestu združujejo več podjetniških ekip iz zelo različnih poslovnih področij. Z najemom poslovnega prostora v tovrstni pisarni boste avtomatično postali eden izmed članov skupnosti in r azvili boste pravo pravcato mrežo poznanstev. Na ta način boste širili besedo o svojem podjetju in pridobili nove dobre prijatelje. <p/> ... ker je poslovanje lahko veliko hitrejše in enostavnejše. <p/> Poslovanje v eni izmed coworking pisarn ni le zanimivo in zabavno, temveč je lahko tudi veliko hitrejše in enostavnejše. Potrebujete programerja, dizajnerja, računovodjo? Brez skrbi, saj ga boste najverjetneje našli kar v sosednji sobi, če pa ga vendarle ne boste uspeli najti, pa za kontaktno številko in priporočila poprosite ostale člane skupne pisarne, saj je kateri izmed njih gotovo že kdaj koristil omenjene usluge. <p/> ... ker je delo v pisarni veliko bolj udobno, kot delo v bližnjem lokalu. <p/> Prenosni računalniki in skorajda že neomejen dostop do interneta mnogim podjetnikom omogočajo, da delo opravljajo iz različnih lokacij. Ena izmed možnosti, ki se je poslužuje marsikdo, ki ima težave s prostorom, je delo v katerem izmed lokalov ob skodelici kave ali čaja. Problem se pojavi, če lastniki lokala takšnega početja ne odobravajo in mora podjetnik mesto zapustiti... in da o učinkovitosti takega dela sploh ne izgubljamo besed. <p/> Morda vam delo od doma sicer odgovarja, toda vaši poslovni partnerji ali potencialne stranke bodo veliko bolj navdušeni nad vami, če jih na sestanku sprejmete v urejeni pisarni, namesto v sobi, ki je hkrati tudi vaša spalnica ali kuhinja. Dokažite strankam in poslovnim partnerjem, da ste resna oseba, ki svoje delo opravlja profesionalno.",Promotion
707,"Bočne črte JCW <p/> Cena 137,02 € <p/> Bočne črte John Cooper Works dajejo vozilu MINI individualen in športen značaj. Na voljo v rdeči in črni barvi. <p/> Več informacij o razpoložljivosti izdelkov vam z veseljem posredujemo na zahtevo. <p/> Nameščeno pri vašem trgovcu z vozili MINI Čas namestitve: 30 min",Promotion
510,"Mystery / Puzzle Cache – Skrivnostni / Ugankarski zaklad Ta zaklad pogosto vsebuje komplicirano uganko, ki jo morate rešiti, da dobite koordinate zaklada. Informacije za rešitev uganke morajo biti prosto dostopne iskalcem zakladov, opis pa mora vsebovati vse potrebne podatke za njeno uspešno rešitev.",Instruction
386,"PREDSTAVITEV <p/> Sindicirani krediti so namenjeni večjim družbam, ki potrebujejo dolgoročni ali kratkoročni kredit za financiranje obsežnih investicijskih vlaganj. Potrebe družbe so včasih prevelike glede na razpoložljivi kapital posamezne banke in jim lahko ugodi le skupina dveh ali več bank, ki se med seboj povežejo v sindikat oziroma konzorcij bank. <p/> Posamezne sodelujoče banke se med seboj dogovorijo o višini zneska udeležbe, ena od njih pa prevzame funkcijo organizatorja oziroma agenta, ki ima vlogo posrednika med bankami udeleženkami sindikata in komitentom. Pogoji kreditiranja so enaki za vse sodelujoče banke, ne glede na znesek, ki ga posamezna banka prispeva. <p/> Banka Celje v sodelovanju z drugimi domačimi ali tujimi bankami omogoča organiziranje sindikata bank ali se odzove na poziv k udeležbi in se v sindikat bank vključi kot sodelujoča banka, kar omogoča komitentu kreditiranje v znesku, ki ga posamezna banka sama ne bi mogla zagotoviti. <p/> PREDNOSTI <p/> možnost pridobitve višjega zneska kreditnih sredstev s sklenitvijo ene kreditne pogodbe z vsemi bankami,",Information/Explanation
374,"Izberi kategorijo <p/> Počena napera <p/> Miha, 26. marec 2012 <p/> Na turi mi je počila napera. Ne ravno velika napaka si rečem, bom hitro uredil. Doma pogledam napero, ki se mi ni zdela nič posebnega, dolžina ena izmed standardnih mislim. Potreboval sem napero premera 1,8 mm, dolžine 260 mm. <p/> Lotim se brskanja po spletu, a nekako brez vidnih rezultatov. Jasno komponenta, ki je prodajalci ne dajejo v spletno trgovino, no vsaj večina ne. Na moje veliko razočaranje, očitno takšno napero izdelujejo samo v NASI ali v kakšnem strogo zaupnem vojaškem laboratoriju. Brez pretiravanja poklical sem 10 trgovin v Ljubljani in nisem dobil želene zadeve. Vse kar imajo naši ljubi prodajalci so napere premera 2,0 ali 2,0-1,8-2,0 (sredina stanjšana), seveda so mi hoteli prodati te, ki jih imajo. V enajsti trgovini so jih imeli na zalogi in moja težava je bila skoraj rešena. Izbiranje barve bi bilo že krepko izzivanje usode. Da je mera polna je celo tako, da napere tudi naročiti ne morejo, nekateri prijazni prodajalci so preverili pri uvozniku. <p/> Saj ne, da je kolega nedolgo nazaj imel podoben problem. Napere, ki jo ima na svojem Specializedu ni mogel kupiti v trgovinah kjer prodajajo enaka kolesa. Že pred časom sem iskal napero za Kono Stab, kjer je napera treh različnih debelin. Rezultat je bil enak. <p/> Sedaj, ko sem si malo olajšal dušo lahko preidemo na tehnično plat menjave napere, seveda v video obliki.",Opinion/Argumentation
952,"Velenje med najlepšimi mesti <p/> 15. 10. 2014 <p/> Turistična zveza Slovenije je včeraj, 14. oktobra 2014, v Portorožu že 23. leto zapored podelila nagrade v okviru projekta Moja dežela – lepa in gostoljubna. Velenje je letos osvojilo prvo mesto v spletnem glasovanju za najlepše in najgostoljubnejše med večjimi slovenskimi mesti in drugo mesto po mnenju komisije v kategoriji ""NAJ lepše – NAJ gostoljubno večje mesto"". ""Tudi industrijska mesta so danes turistična priložnost. Urejene informativne table, krožišča z vodometi, urejeno otroško igrišče tudi za otroke s posebnimi potrebami, brezplačno urejeno kopališče ob jezeru, nova info tabla v avtokampu Jezero, ... Zanimive so tudi zgodbe potopljenih vaseh, ki se skrivajo pod površjem Velenjskega jezera,"" je komisija Turistične zveze Slovenije zapisala v obrazložitvi nagrade. <p/> Od 13. do 15. oktobra 2014 so v Portorožu potekali tudi Dnevi slovenskega turizma, v okviru katerih so letos prvič gostili tudi tradicionalno Motivacijsko srečanje skrbnikov portala www.slovenia.info. Skrb za vsebino in urejanje zapisov na portalu www.slovenia.info temelji po vzoru številnih nacionalnih turističnih organizacij na široki skrbniški mreži, kjer okoli 150 lokalnih skrbnikov ažurirajo podatke o lokalni turistični ponudbi na uradnem slovenskem turističnem portalu. Med skrbniki lokalne ponudbe na portalu www.slovenia.info je tudi Mestna občina Velenje – Turistično-informacijski center Velenje (TIC Velenje), ki je prejel posebno priznanje kot najboljši skrbnik v Sloveniji. <p/> Poleg priznanja je TIC Velenje prejel tudi nagrado, ki omogoča dvotedensko oglaševanje na spletni strani www.slovenia.info, sponzorirano objavo na Facebook strani Feel Slovenia ter brezplačen najem polovice pulta za predstavitev ponudbe na evropskem turističnem sejmu ali borzi po lastni izbiri.",News/Reporting
690,Občanka je doživela srčni zastoj. Pred prihodom NMP Ljubljana smo gasilci nudili pomoč z temeljnimi postopki oživljanja in z AED.,News/Reporting
