,text,labels,split
491,"News <p/> At a discussion evening in Novo mesto, Roma assistants said that the scope of their work exceeds the stipulated 4 hours a day and that they no longer believe in the systematisation of this profession in schools with Roma pupils. <p/> On Friday, in the atrium of the Goga bookstore in Novo mesto, a discussion evening with Roma assistants took place on the education of Roma and the importance of Roma assistants. The event was organised by the Roma Association Gypsies Once Upon a Time - Roma Today and took place as part of the European Youth in Action project. Bogdan Miklič, President of the Association Gypsies Once Upon a Time - Roma Today, said about the project, entitled ""Centre for Media Research and Roma Coexistence"", that it comprises a collage of events that will take place all over Slovenia, in addition to Novo mesto, in Ribnica, the Kočevje region and another municipality. ""The project will include various workshops. Romani children will try out the role of journalists in Romani settlements, write short articles, and prepare short radio diary entries. The participants are young Roma, aged between 15 and 30, who come mainly from the Novometi region,"" Miklič explained. He added that they will appear in institutions that deal with Roma issues in one way or another. ""We will also meet with high school students, we want to appear in police buildings, various schools, to create a bridge between Roma and non-Roma, to breathe together, to find a common language and perhaps to break through prejudices,"" he stressed. <p/> Miljana Mikica Gligič, a Roma helper with many years of experience, said that a Roma helper has a very wide range of possibilities and does not have to be limited to primary school. <p/> ""If we were invited, we could also work in a social work centre, a municipality, a kindergarten, the state administration or the police,"" Gligič said. <p/> Lili Majer from Kočevje says she enjoys her work, but in the beginning she overcame her fear. ""I didn't know how I would be received by the pupils, their parents and the staff at the primary school, but I have no regrets about taking this job,"" she says. <p/> Mitja Novak works as a Roma assistant at the Frana Metelka Škocjan Primary School. He has many years of experience. ""At the beginning you feel responsibility and you have no feeling how you will be received. It took me three months to get used to it. I already knew the Roma parents and the children, but what worried me most was the reaction of the parents of the other children,"" he recalls. <p/> On Friday, we talked to Roma helpers about their work and Roma education. The discussion evening took place as part of the youth initiative of the Roma Media and Coexistence Research Centre, within the framework of the European Youth in Action project. Let's listen to a part of the discussion with the participation of Roma assistants Miljana Mikica Gligič, Lilica Majer and Mitja Novak. <p/> Ms Gligičeva explained that when she started this job, the condition for a Roma assistant was that he or she had a high school education and was familiar with Roma history and the Romani language, otherwise he or she could jump into the role of a non-Roma with the relevant knowledge. Subsequent applicants had to complete a 4-year course in Roma history and culture, mathematics, Slovenian and English. ""They have been awarded National Vocational Qualification Certificates, but apparently this counts for nothing, as there is a younger generation of Roma assistants who are being posted to schools directly from the Employment Service, even though they have not received the relevant training. Their contract does not say that they will work on teaching assistance, but on socialisation and integration of Roma,"" Gligic does not see how to mobilise Roma assistants in a different way. <p/> Novak adds that a condition for becoming a Roma assistant should be a certificate of national vocational qualification. ""The Ministry of Education has made this a condition for us to be able to continue to do this work, but things remain unresolved, even though it is the sixth year since we completed the training for Roma assistants,"" Novak notes. <p/> Mitja Novak believes that the Ministry of Education can provide answers in this regard, while Lilica Majer believes that the management of the People's University of Kočevje, which is the managing partner of the project ""Successful Integration of Roma into Education II"", which is developing and implementing the activities of the Roma assistant, would know more about this. Ms Miljana Mikica Gligič suggested that additional information be provided by Dr Vera Klopčič from the Institute for Ethnic Issues, who was present at the discussion evening. She stressed the great importance of the trust created by the work of the Roma assistants and the need to strengthen the links between the various stakeholders in society involved in the education of Roma. The participants agreed that it would be a good idea to organise an extended discussion evening with the participation of representatives of the Ministry of Education and other organisations.",News,train
493,"Description: Pollutants from road traffic are one of the main sources of PM10 concentrations in urban areas and have a negative impact on human health. In this thesis, we discuss the correlations between ambient air quality with PM10 and traffic data from automatic counting sites in Maribor. According to our findings, there are no correlations between these parameters, so we decided to set up a new monitoring site in the centre of Maribor. The new monitoring site will give us a more sophisticated measurement network in MOM, better information on air quality in the city centre and the possibility to better identify the relationship between traffic and PM10 concentrations. Found in: keywords Summary of found:... Pollutants from road traffic are one of the main... Keywords: traffic, Maribor, pollutants, PM10 Published: 27.09.2011 Views: 719 Downloads: 73 Full text (20,99 MB)",Information/Explanation,train
496,"For a person in pain, we think first about what caused the pain, and then about how to alleviate it. Pain is indicative of origin and cause, but rarely is it so characteristic that it suggests a definitive diagnosis in itself. The diagnosis is made on the basis of the accompanying information about how you feel, the surrounding circumstances and the findings on examination and further investigations. <p/> 1. <p/> When something hurts, something is wrong <p/> Pain is often indicative of its origin and cause by its site of occurrence, its characteristics and the accompanying changes in the affected body part. Thus, a sore throat may be accompanied by redness of the pharynx, a sore elbow by a painful movement in a certain direction, a painful pressure on a certain spot near the joint. Painful spasms under the right rib arch after a fatty meal... So, when we think of the above-mentioned pains, we will think of sore throat, of prolonged overstrain of the muscles of the forearm, of gallstones... For most pain patients, these are unpleasant sensations caused by the activation of pain receptors in the tissues. These receptors are found in the skin, mucous membranes, connective tissue, muscles, the popliteum and in the walls of internal organs (and in many places they are absent - for example, in the brain! Injury or damage to tissue releases so-called ""pain-inducing substances"" that act on pain receptors. This results in so-called nociceptive pain. This can be further divided into visceral (when the internal organs are affected - the pain will typically be in the form of painful 'spasms' - colic) and somatic (this is typically tearing and/or throbbing). When something hurts, something is wrong. Our everyday experience therefore equates pain with tissue damage or failure. When we miss a nail with a hammer and hit our thumb nail, the pain can be very severe, but we know the cause and are not frightened because we know that it is not serious and will pass quickly. When it hurts and the cause is not clear, fears arise. These can disturb our peace of mind much more than, for example, a ""chest prick"" for its own sake. That's why we want to explore pain. People choose to see a doctor more often and sooner because of pain (or other unpleasant body sensations) than because of a (painless) disturbance in a bodily function. Somehow they feel that if it doesn't hurt, it can't be worse. But if it hurts ... didn't the neighbour who was complaining of pain in his fingers have a heart attack? Didn't a colleague in the company have a sudden severe headache and bleeding in her head, but hasn't been back to work since? <p/> EXAMINE THE PAIN <p/> So, when there is pain, there is a need to see a doctor and there is a need to examine the pain. And how will the doctor proceed? In the case of a patient with pain, he or she first thinks about what caused the pain, and then about how to relieve it. Pain may give clues to its origin and cause - but it is rarely so characteristic that it suggests a definitive diagnosis in itself. The diagnosis is made on the basis of the accompanying information about how you feel, the surrounding circumstances and the findings on examination and further investigations. It then treats the cause of the pain, and if the pain is relieved while the treatment of the cause takes longer, it treats the pain itself. (As we say, it treats ""symptomatically"" - symptomatic treatment is that which relieves the symptom, in this case the pain - but it does not treat the cause). Since pain is a subjective experience, it is from the patient that the doctor will learn most about pain (as well as other sensory abnormalities). When the patient does not provide all the information himself, he will make further targeted enquiries, especially if he has already formed a ""working diagnosis"" (hypothesis) of what the patient's pain is ""supposed"" to mean. In order to be able to direct the examination and investigations on the basis of the pain and to arrive at a definitive diagnosis, the doctor will collect information on the site of the pain, the nature of the pain (including its duration), the circumstances of the pain, the factors that amplify the pain and the factors that mitigate it. Of course, he or she will also be interested in any other information that is usually collected when talking to the patient (so-called ""history taking""). When the pain is sufficiently characteristic or accompanied by data to guide examination and investigations, the method described above will suffice. The examination process will be fairly straightforward and will not take much time. However, even in such a patient, it is often useful to measure the pain further. In a very simple way, we can assess it in the patient's own words: even with a basic record, we will define the pain in terms of intensity as mild, moderate, severe, very severe. It is also useful to note how much inconvenience it causes the subject (how it interferes with daily activities, how it disturbs sleep). Additionally - and still simply - we measure it using the so-called visual analogue scale: the subject marks the spot corresponding to the intensity of his pain on a 10 cm long straight line, bordered on the left by 0 and on the right by 10 (meaning either a state of no pain at all - 0, or a state of the worst possible pain - 10). By then measuring the marked spot (for example on a 10 cm line), a numerical indication of pain is obtained (for example 5, 5). This information is recorded in the report and will later be used to measure more precise pain intensity than just ""moderate pain"". If the patient scores the pain as 3 at the follow-up examination, we will get the impression that the pain is milder, although the patient will still self-report it as 'moderate'. Of course, a similar analogue scale can also be used to measure other inconveniences that accompany pain (e.g. how much the pain interferes with his/her social activities). In cases of chronic pain, it is useful to spend more time analysing it and to give the patient a questionnaire to fill in (this can also be completed in the waiting room). For example, such a questionnaire has been developed by colleagues at the Slovenian Association for the Treatment of Pain (Slovenian version of the Brief Pain Inventory, developed by Cleeland). Although psychological and social aspects may be present to some extent in any pain, these are explored in greater depth in chronic pain, or when the cause of the pain is not clear or seems disproportionate to the cause. All pain is perceived by the nervous system or the brain. Nerve connections carry pain information from the affected area to the brain. However, pain can also be caused by a defect in the sensory nervous system, in which case we speak of neuropathic pain. (In this context, the term 'neuropathic' is used in the broadest sense and means a nervous system defect. This should be explained because the term neuropathy is used in medicine to refer specifically to an affection of the so-called peripheral nerves. Neuropathic pain', on the other hand, refers to all pain arising from nerve damage or dysfunction, whether peripheral or central nervous system. ) When neuropathic pain is suspected, we ask targeted, detailed questions about the various accompanying neurological symptoms (such as tingling, burning, hot, cold and other unusual sensations at or near the painful site), as well as about possible additional disturbances of various other nerve functions. In short, a patient with suspected neuropathic pain will be questioned and examined differently from a patient with ""normal"", i.e. nociceptive pain. <p/> CLINICAL EXAMINATION <p/> In the case of suspected nociceptive pain, we orientate ourselves to the affected part of the body and examine it closely (otherwise we perform a general and local physical examination, which - depending on the pain - is oriented ""internal"", ""surgical"", ""orthopaedic"", etc.). In the case of suspected neuropathic pain, we focus on the ""neurological"" examination. While this includes the examination of many neurological functions, the most important part of the examination in pain is the examination of skin and mucous membrane tenderness. This examination is seemingly simple, but it is actually one of the most challenging elements of the neurological examination, both for the examiner and for the subject. In the sensitivity examination, we first look for areas of the body that are insensitive to particular qualities of sensation (to fine touch, to pain, to cold, to warm, to vibration, to joint position). We then compare whether, in different anatomically defined areas of the body, the subject feels these qualities normally or in the same way as in the area he/she describes as normally sensitive. In short, in this second part of the investigation, we try to determine the extent of the decrease in sensitivity in a particular anatomical arrangement. The anatomical distribution of the sensitivity disturbance indicates the nervous structure affected, with a particular nerve animating a different area of skin and mucous membranes than a single nerve root; in spinal cord involvement, again, the distribution is different; and in brain involvement, it is also characteristically distributed. It is, in short, the ""failure pattern"" that tells us a lot about which nerve structure is affected. Since there are many different ""dropout patterns"", practically all of them cannot be tested without completely ""tiring"" the subject, so an experienced investigator needs to create a working diagnosis (or a short ""list"" of the most likely diagnoses) on the basis of the information he or she gets from talking to the patient, in order to be able to investigate in a targeted way. In addition to the anatomical distribution of the sensitivity loss, we are also interested in the severity of the lesion. The quantitative extent of the sensitivity change can, of course, only be roughly defined by clinical examination (mild, moderate or extensive loss). When we investigate sensitivity in a patient with neuropathic pain, we will often be alerted to the fact that a mild stimulus is already felt as distinctly unpleasant, painful (this is allodynia). This patient will often go on to say that he or she feels a mild pain stimulus (for example, a light prick with a pinprick) as distinctly painful, and the pain may persist when the stimulus is no longer there (this phenomenon is called hyperalgesia and hyperpathia). In patients with suspected neuropathic pain, we therefore specifically investigate whether allodynia and hyperalgesia are also present and, in addition to sensitivity to a static stimulus (pressure), we also investigate sensitivity to a moving stimulus (swiping with a cotton wool pad or brush). This sensitivity is not exclusively found in patients with neuropathic pain, but is less common in other pain conditions. The clinical examination of a patient with suspected neuropathic pain is quite extensive and demanding. This is why experts are trying to be more successful with a more targeted approach, which would be more manageable by a larger number of experts. French researchers have published a very promising short questionnaire (DN4) that can be used to discriminate well certain neuropathic pain syndromes. <p/> TECHNICAL TOOLS <p/> The sense of fine touch is orientation tested by a light touch with the finger, for a lighter touch a piece of cotton wool should be used. Good quantification of fine touch is possible with von Frey hair sticks (calibrated nylon filaments on a handle - ""monofilaments""). This method is particularly useful for studies where we want to have a completely standardised procedure. In Slovenia, hairpin testing has become established especially in the standardised screening of diabetics at risk of peripheral nerve involvement (diabetic polyneuropathy). For pain testing, we use a pumice stone (which is discarded after use! ) or a sharp broken wooden stick. The sensation of cold can be tested roughly by touching areas of skin with solid metal objects, or traditionally with a test tube filled with cold water. The sense of warmth is tested with a test tube filled with warm water. The sense of vibration is tested with a tuning fork. This sensation can be partially quantified with a special musical fork that has a scale to monitor the intensity of the vibration. When testing joint position sensation, we do not use any aids to assess the subject's sense of the position of a stationary joint and the subject's recognition of the direction of movement of the joint (as a rule, we mainly test the movement of the joints in the toes). Quantitative sensory testing has established itself as an important adjunct to the clinical examination, as it can provide quantitative and modality-specific information about the sensory impairment. Techniques are known to quantify mechanical sensation, thermal sensation and electrical stimulus detection. All of these methods are also used, at least in some places, for routine diagnostic purposes, but are, for the time being, of particular relevance to research work. The principle of these methods is to determine the threshold of sensitivity for a particular quality of sensation and, of course, the threshold of pain for a particular modality of sensation (pressure, hot, cold, etc.). Quantitative sensory testing is a ""psychophysical"" examination The tests require an alert, attentive and well-cooperative subject who understands the instructions well. We have already mentioned that touch sensitivity can be quantified by von Frey hair. These nylon filaments can also be used to determine the area of hypersensitivity (hyperalgesia) to point stimuli in a patient with neuropathic pain. Thicker filaments also irritate pain receptors in the skin and can be used to determine the threshold for mechanical pain. Quantified testing of hot and cold sensation is done with special thermodes that are placed on a specific part of the body and adjusted to develop a specific temperature. In patients with suspected neuropathic pain, we mainly use the method of determining the threshold of sensation. Patients with neuropathic pain often report paradoxical sensations (for example, feeling a very cold object as 'hot'). The sensation of vibration can be quantitatively assessed using vibrameters, i.e. an electromechanical device with a handpiece that has an adjustable amplitude of displacement, while applying standardised pressure to the skin. The vibrometer is used to determine the vibration detection threshold and the vibration decay threshold. In a subject with pain and suspected peripheral nerve impairment, electrophysiological methods can be used to define the impairment more precisely. The methods used are electromyography (measuring the electrical activity of muscles) and electroneurography (measuring the electrical responsiveness of nerves). A significant limitation of these methods is that they are only sensitive to abnormalities of the thicker and myelinated nerve fibres. Neuropathic pain arises particularly in the case of thin nerve fibre defects, which are not investigated by routine electrophysiological methods. In central nervous system disorders, other electrophysiological methods (measurement of sensory and motor evoked potentials) will only exceptionally contribute to a more accurate anatomical diagnosis. Therefore, in the diagnosis of central nervous system disorders, we prefer to use imaging methods, which are also useful in the diagnosis of peripheral nervous system disorders, depending on the suspected location of the lesions or lesions. At the level of pain experience, there are interactions between several nervous subsystems, as shown by studies using functional brain imaging methods. These can track changes in brain activity during the experience of pain. (PET and functional MRI methods are currently used in the investigation of pain for research purposes only. ) Especially in chronic pain syndromes, the investigation and evaluation of the psychological and social dimensions of chronic pain are necessary, but a detailed description is beyond the scope of this paper. As nociceptive pain is treated differently from neuropathic pain, pain needs to be diagnosed accordingly. In neuropathic pain, we can expect better treatment success if we can differentiate between the different pain syndromes, not only in terms of the cause, but also in terms of the nature of the disorder. It seems important to distinguish between disorders with provoked pain and those with spontaneous pain. Stimulus-evoked pain can be more accurately defined by more in-depth sensory testing (especially quantitative sensory testing). While such a more precise definition of pain does not yet have a very clear impact on treatment decisions, it is hoped that a more precise definition of patients into those with dynamic hyperalgesia, static hyperalgesia and allodynia, respectively, will adequately identify specific subgroups for which we will soon be able to select appropriately targeted drugs. For the time being, a comprehensive patient interview and physical examination are an adequate basis for the diagnosis of neuropathic pain syndromes and for the follow-up of the patient during treatment. However, the management of more complex chronic pain conditions in patients usually requires a team approach to both diagnosis and treatment.",Information/Explanation,train
498,"FORM 3 - Payment of annual leave allowance (source Ajpes) Excel form / pokazi.asp? page = 1375 Form 3 - Payment of annual leave allowance / pokazi.asp? page = 611 Annual leave allowance paid is reported at the level of the legal entity and not by the units within which they are organised. Amounts are to be entered in tolars without hundredths. Employee data are to be entered as whole numbers without decimal places. When annual leave allowance is paid, the consecutive number of payments must also be entered. If you are making the first payment in the year, you do not need to enter the number 4 or 8. However, for all subsequent payments for the same year, this information is compulsory.",Instruction,train
499,"I can't help but notice that on 4 May 2004, D.R.I. were supposed to open their concert in Gali hala Metelkova with a skateboarding competition in the courtyard in front of the above-mentioned venue. The rain prevented any sporting events during the day, but the quartet from San Francisco (allegedly) rocked the inside of the hall, while I stayed at home in front of the book and concentrated on the exam I had scheduled for the next day - Fail. <p/> It's been more than 7 years to the day, the day the Dirty Rotten Imbeciles showed up again at the same venue. The aforementioned exam, which I successfully passed just under three months ago, would no longer (and has not been) an obstacle to not seeing the legends live with my own eyes this time around. <p/> Monday, officially the first day of summer, if we look at our calendar, where the number 6 (the month of June) is accompanied by the number 21, was the day or evening when, under the baton of the Dirty Skunks duo, the local Eruption took the stage in front of the D.R.I. and played their repertoire for about ¾ of an hour, at 10.30 p.m. and 10.30 p.m. minutes, and then it literally exploded - a visibly moody Harald Oimoen with a Radio Študent T-shirt on bass guitar, Spike Cassidy on six-string, Rob Rampy on drums in the background and the legend Kurt Brecht on vocals raised the temperature in the hall with the very first rhythms, which was filled with old school punk and thrash metal fans who were with the foursome from start to finish, as they blasted through practically the entire repertoire from the Dirty Rotten LP to the latest studio album Full Speed Ahead in an hour and a half. <p/> "" The hits "" came one after the other, the stage diving got worse and worse, the floor got wetter and wetter, and the temperature rose, peaking with Violent Pacification. <p/> After two extremely short (chik) pauses, the band was more than happy to return to the stage, play a couple of bonus tracks and let us know that the Five Year Plan repertoire was done. <p/> And if my attempt in 2004 was along the lines of ""I lose, you win ..."", 7 years later, the way I see it, it's the other way around - I WIN, YOU LOSE!",Opinion/Argumentation,train
501,"FOOTBALL PLAYING FIELD <p/> Goooolll ... Our team is in the lead, the Red team is in the lead again ..... The wooden football pitch with its players offers endless possibilities to play football for big and small fans alike... The set comes with 6 players plus a referee, goal, scoreboard and much more. .... <p/> Related Products <p/> This magnificent wooden castle is the biggest in the world. Knights ride in as the drawbridge and gates rise, and archers keep watch on the walls and towers... And there are flags to announce that the King is home. <p/> Defend the Dragon Castle from attack!!! Knights and archers stand guard on the ramparts, and the King watches over the action in the watchtower... A perfectly designed and crafted wooden castle for immense fun.",Promotion,train
506,"New Si Translator service <p/> Si.mobil - Vodafone has launched a new service for its customers called Si.translator. Since the end of November, six dictionaries from DZS, the most comprehensive dictionary provider on the Slovenian market, have been exclusively available on the Vodafone live! mobile portal. <p/> Si.mobil - Vodafone users will thus be able to access passwords with complete translations for the price of € 0.1 per query. Si.mobil - Vodafone, in cooperation with DZS, will offer its users the DZS English-Slovenian bidirectional dictionary free of charge until the end of February 2008. Si.translator is a very interesting and simple service on the Vodafone live! mobile portal. Si.mobil - Vodafone network users now have exclusive access to the most comprehensive English-Slovenian, Slovene-English, German-Slovenian, Slovene-German, Italian-Slovenian and Slovene-Italian dictionaries, which have already been real bestsellers in the DZS book edition. For Vodafone live! portal users, the price of a single query will be EUR 0.1. Si.translator is available to users on the menu tab of the portal. The service is easy to use: the user first selects the language to be translated, enters the query and confirms the purchase. The result of each successful query is rich and comprehensive in content, the translations are complete and up-to-date. ""We have thus offered our users a true service for a borderless mobile life. Si.translator is useful whenever a user needs a specific translation. We are confident that users will respond well because we have offered them an exclusive and simple service that will always be at their fingertips. It will not only be waiting for our users at home on the bookshelf like printed dictionaries, but also on the Vodafone live! mobile web, on the mobile phones that are part of our mobile lives,"" said Peter Curk, Marketing Director at Si.mobil - Vodafone, about the new Si.translator service. <p/> ""DZS is the most comprehensive publisher of dictionaries in Slovenia, it always has been and still is. The website http://www.e-slovarji.si offers users a modern, powerful and fast access to DZS dictionary collections - in addition to those that already exist in electronic form, also those that have been published only in print. In addition to online access, which enables serious language work with dictionary collections, DZS e-dictionaries are exclusively accessible via mobile phone on the Vodafone live! portal for access to quality language solutions at any time,"" the DZS dictionary editorial team wrote about the new e-dictionary service. <p/> You're a translator - DZS online dictionaries available on the Vodafone live! mobile portal:",Promotion,train
507,"Hoyla, What I was naively convinced would not happen, at least not on a large scale, has started to happen on OLC. Since the OLC is also - or mainly - a competition that is judged, and for which awards are even given at the end of the season in some categories, one would expect the participants to respect the basic principles of fair play. The IGC track is a blatant fraud; it cannot be understood or managed in any other way. In the next few days a valid G-record will become mandatory in all competition categories. This solution is not ideal, because some instruments do not make a G-record, and someone will probably be deprived because of this, but I do not see any other possibility. At the same time, suspicious flights will start to be manually checked as of today, and tampered tracks will get a very visible ""GOLUFIA"" marking. lp, aljosa <p/> All flights where the rules have been broken could be automatically deleted. And the cheats who organise the flights should be visibly marked! Some post flights for the sake of the record, others violate the airspace that they are in and others correct them. Really great",Forum,train
508,"Training and examination for the VPD <p/> Please be informed that the following training and examination for the VPD has been announced: <p/> - Wednesday, 9 December 2015, from 18h to 20h <p/> In 2015, the OOZ Ravne na Koroškem organises training in the field of occupational safety and health and fire protection. The lectures will be given by the professional employees of the company BVD-RAVNE d.o.o. on the basis of the Decision and work permit from the Ministry of Labour and Social Protection, No. 10200-64/2013/8 and the Ministry of Health and Safety, authorisation No. 8450-137/2011-5. <p/> The training lasts 2 school hours, the lecture is followed by a written test of competence in the field of occupational safety and health (testing). The training will be carried out at the premises of the OOZ Ravne na Koroškem, Gačnikova pot 3. <p/> The training is free of charge for members of the OZS - business operators, the price of the training for employees of members of the OZS is EUR 10.00 per individual candidate, excluding VAT. <p/> CONTENTS OF THE TRAINING: <p/> New features of the Occupational Health and Safety Act - ZVZD-1, (comparative differences, occupational health promotion, psychosocial risks, preliminary safety, rights and obligations of workers, documents from the Occupational Health and Safety Act, criminal sanctions, self-employed persons,...) <p/> Occupational safety and health at work for self-employed workers - qualification of workers for safe and healthy work, inspections of work equipment, ecological investigations of the working environment, risk assessment and its audit,... <p/> Measures to reduce work-related injuries and avoid the risk of recourse claims <p/> Familiarisation with the procedure for carrying out breath tests and the presence of illicit drugs (narcotics) in workers and the procedure for carrying out sickness monitoring <p/> Occupational health care - Rules on organisation, first aid supplies and equipment at the workplace <p/> Basic fire protection and new developments and obligations in fire protection legislation <p/> Questions from the audience on occupational safety and health issues.",News,train
510,Mystery / Puzzle Cache - Mystery / Puzzle Treasure This treasure often contains a complicated puzzle that you need to solve to get the coordinates of the treasure. The information to solve the puzzle must be freely available to treasure hunters and the description must contain all the necessary information to solve it successfully.,Instruction,train
511,"Reply Written by BorKo6x "" Mon Oct 06, 2014 4:30 pm <p/> How does this data download/retrieval/acquisition work? Is it possible without a Garmin device? E.g. for Android phone ??? app ""knows"" (best/reliable) how to do this? <p/> Reply Written by bucar "" Mon Oct 06, 2014 5:42 pm <p/> It's an ANT protocol, supposedly some iPhone plugs are available, but I don't think it's possible in practice without Garmin. <p/> Reply Written by mare "" Aug Oct 15, 2014 10:05 am <p/> The erikson sony experija aktive also has ANT+. But here is the full list of compatible devices: http://www.thisisant.com/directory/chirp But this would be interesting to make in a home workshop. ANT+ chipset is around 1,5EUR, the rest what comes around is also something like that. What an interesting multi you could make with a module like this, especially if e.g. the puzzle could be changed (this garmin chirp only has static content).",Forum,train
514,"Reply Written by darklugia "" Aug Oct 05, 2016 7:21 am <p/> I have often wondered if the reviewer really has no say in the format and spelling when a new treasure is published https://coord.info/GC6TJTH <p/> Reply Written by bojank "" Aug Oct 05, 2016 8:07 am <p/> Regarding this treasure and the consequent support for your Write Note, which is no more, I wrote to the SGK Board for help to remedy the situation and was promised a reply. <p/> Reply Written by dr.gumpi "" Thu Oct 13, 2016 5:03 pm <p/> Now I don't know what you mean by ""what's new""? My personal opinion is that the reviewer should keep his distance, especially with regard to various proposals, initiatives, requests and the like. Otherwise, every John of Carniola will be salting his brain. On the other hand, it would be good if he could establish some kind of communication with the ""base"", because in this way he could explain in general terms, not on a concrete example, what he can and cannot do, and perhaps he could also say something about the rules and their meaning. As for the specific case - I believe that the reviewer has to publish the treasure, even if the description is scarce or even non-existent. Just as he has to publish the treasure, whether it is a technical masterpiece or a box of cottage cheese. But when it comes to a beginner, it remains my opinion that a friendly reviewer before publishing a note could mean a lot. And I don't mean to say that in this case there wasn't ... <p/> Reply Written by bojank "" Fri Oct 14, 2016 8:08 am <p/> This problem has been and looks set to continue. Every now and then someone raises it. I am one of them, unfortunately for me. In conversations with members of the club leadership I have learned so much that for my sake no response is necessary. The point of it all is that the club has only contributed or helped to set up a Slovenian reviewer. But once Grounspeak HQ has enthroned him, he is only working according to their rules and his own judgement.",Forum,train
