,text,labels
275,"Srčkova pot na Koroškem <p/> Pot za srce ali Srčkova pot je dolga približno 5 kilometrov, višinska razlika pa je 180 metrov. Označena je z barvnim kažipotom ter s skoraj dvajsetimi informacijskimi tablami. Sprehod po tej poti nam vzame približno uro in pol, če aktivno raziskujemo znamenitosti, navedene na tablah, pa še več. <p/> Zamisel o Srčkovi poti se je porodila ob iskanju možnosti, kaj bi ponudili ljudem za zdravje. V študijskem krožku Jožice Heber iz Dravograda, krožek deluje v okviru Društva za zdravje srca in ožilja Slovenije, so si zamislili pot, jo uredili in označili ter jo ponudili kot možnost za rekreativne pohode. Tehnični in organizacijski del je izvedel Ludvik Pušnik iz Dravograda, programsko pa je zamisel podprlo Turistično društvo Dravograd. Pot je speljana po številnih stezah in opuščenih kolovozih. Da bi ji dodali tudi raziskovalno vsebino, so postavili 20 informacijskih točk, na katerih lahko zasledimo večji del podatkov o naravni dediščini Dravograda za to je poskrbel dr. Branko Vreš, rektor Biotehniške fakultete v Ljubljani, kulturno-zgodovinska dejstva pa je zapisal Marjan Kos, kustos Koroškega pokrajinskega muzeja iz Slovenj Gradca. <p/> Pot ni zahtevna, primerna je za vsakogar. Začne se pri Zdravstvenem domu v Dravogradu, se obrne proti severu na stopnice in se ob smerni tabli pri Poberžnikovi hiši priključi na lokalno cesto Dravograd-Ojstrica. Nadaljuje se proti staremu gradu. Najprej se lahko ustavimo pri gozdarski hiši, pri Forsthausu, kjer so nekdaj stanovali in opravljali svoje delo gozdarji. Hiša se je ohranila v prvotni podobi, z njo pa tudi stolp, ki pritegne naš pogled in je imel prav poseben namen. V bližini je bila nekdaj drevesnica tu si lahko preberemo vse o vzgoji sadik smreke, bora in macesna. Pot nas nato vodi do gozdne ceste GradKuplen. Na vrhu se razpre čudovit razgled na mesto Dravograd, njegovo okolico, širne zelene gozdove. Svojo nekdanjo mogočnost razkazuje grad z ostankom zidu, ki še stoji. Grad je bil zgrajen v prvi polovici 12. stoletja, ko je lastnik Dravske doline postal Bernard Spanheimski. Lastniki gradu so se skozi stoletja zamenjevali, med drugim so si ga lastili celo celjski grofje in Habsburžani. Severno od gradu pot pelje do razvalin okroglega sodnega stolpa, v katerem je ugasnilo marsikatero življenje takratnih tlačanov. Na poti pod Grajsko bajto nas kmalu ob vstopu v gozd usmeri kažipot po kolovozu na lokalno cesto Viltužnik-Mori. Od tam se vidijo Libeliška gora in Strojna ter vsi trije dravograjski mostovi, železniški ter dva cestna. Izreden pogled je tudi na Dravograjsko jezero, ki je nastalo po izgradnji hidroelektrarne. Zajezena površina se je razvila v močvirje s trstiščem, ki nudi bogat življenjski prostor številnim redkim rastlinam in živalim, tudi nekaterim ogroženim. Tu živijo mala rovka in hrapavi netopir, med večjimi živalmi je na območju jezera pogosta pižmovka. Znanih je več kot 150 vrst ptic, ki tukaj stalno ali občasno gnezdijo, tudi labodi so stalni gostje na jezeru. <p/> Pot nas nato vodi dalje do državne ceste DravogradVič, mimo dravograjskega hotela in bencinskega servisa, ter se vije po stezi mimo Športnega centra ter mimo pokopališča vse tja do Ribiškega doma, kjer se približa reki Dravi. Pri Planšaku ob pomolu stoji tabla s pojasnili o natovarjanju rezanega lesa, šajkah, brodu in pristanišču, malo naprej pa so še podatki o zgodovini mostu in mostninah. Brod je vozil čez Dravo le v Dravogradu in Trbonjah. Brodnine, mostnine in mitnine so bili oproščeni šentpavelski podložniki, drugi pa so morali za prevoz poleg brodnine v žito dati še tri klobase, sir in deset jajc. Ker pa je bil brod v posesti dravograjske zemljiške gosposke, so ji morali plačevati tudi brodarji. Na informacijski tabli tudi piše vse o tihotapljenju soli in še česa. S te najzahodnejše točke je pot speljana po delu trimske steze mimo železniškega mostu, ki je preživel bombardiranje med drugo svetovno vojno. Elektrarna na Ribiški poti je nedaleč od mostu. Zgrajena je bila zaradi okupatorjeve velike potrebe po električni energiji in je takrat bila ena najmodernejših v Evropi. Pot nato zavije dalje po klancu pod pošto do občine in se ob dravograjskem zdravstvenem domu konča. <p/> Franc Heber, zdravnik splošne medicine iz Dravograda, v svoji ambulanti priporoča hojo predvsem ortopedskim in srčnim bolnikom, prinaša pa predvsem dvoje koristi: gibanje in duhovno pomiritev. O poti nam je dr. Heber povedal: “ Pot ni prestrma in ne predolga, človek potrebuje uro in pol, da jo prehodi. Ta čas pa je pravi, da srce doseže tisto pravo frekvenco, 110 utripov na minuto. Hoja je odlična aerobna vaja, saj je kisik najboljša hrana za vse dele telesa, od preskrbe možganov do srca. ” <p/> Sprehod po Srčkovi poti ponuja svežino narave in obilo sonca ter obljublja mir in spokojnost ter izreden razgled na Dravograd in njegovo okolico. (Nataša Safran)",Information/Explanation
896,"FOCAL Utopia - Intimni High-End <p/> Referenčne slušalke UTOPIA francoskega proizvajalca FOCAL so rezultat več kot 35 let inovacij, razvoja in proizvodnje zvočnikov in zvočniških enot v Franciji. <p/> Gre za prvo širokopasovno in popolnoma odprto zvočniško enoto v slušalkah, ki temelji na novi ""M"" kupoli iz čistega berilija. Akustična kakovost te edinstvene rešitve omogoča izvedbo brez uporabe kakršnekoli kretnice ali pasivne filtracije ter frekvenčni odziv od 5 Hz do 50 kHz. Poslušalec se sooči z izjemnim realizmom, naravnostjo, dinamiko in čistostjo reprodukcije. Slušalke med poslušanjem preprosto izginejo. Zvočni signal se razkrije z natančnostjo, ki doslej še ni bila dosežena. Vrhunsko tehnologijo dopolnjuje izjemna oblika. Pri razvoju slušalk sta bila upoštevana udobje in estetika. Univerzalna mehanska zasnova, karbonsko ogrodje, usnje Pittards in še bi lahko naštevali. Slušalke FOCAL Utopia so v kombinaciji z vrhunskim slušalkarskim ojačevalnikom Simaudio MOON 430HA na voljo za preizkus v našem demo salonu.",Promotion
68,"ODMEVI NA KNJIGO <p/> (Po e-pošti 24.06.2020 - Mirjanka in Vladko) Dragi Marko! Tvoja knjiga je zlata vredna. Mene osebno so železnice in vlaki vedno zanimali in to že od moje nežne mladosti. ... Ne morem se nagledati vsega grafičnega materiala in nekatere slike me spominjajo na lokomotive iz mojih let pred 1941. Seveda so tudi tehnični podatki, ki so v nekaterih primerih ne-tehnikom težje razumljivi. Vsekakor, ponavljam, da je knjiga zlata vredna! ! !",Other
786,"DOŽIVITE VESOLJE! <p/> V večernih urah 7. avgusta 2017 smo imeli priložnost opazovati delni Lunin mrk. Z lahkoto! smo se odpravili na Kurešček nad Ljubljanskim barjem. Ob 20:15 smo dočakali vzhod Lune, ki je že bila v fazi delnega mrka. <p/> Delni Lunin mrk med oblaki. Malenkost Zemljine sence se vidi desno spodaj. Foto: Matic Smrekar <p/> Opazovanje so oteževali številni oblaki blizu obzorja, ki so Luno večidel dogodka na žalost zakrivali. Vseeno pa smo ujeli nekaj lepih trenutkov delno zakrite Lune. Spodaj si lahko ogledate nekaj vtisov z opazovanja.",Opinion/Argumentation
398,"V Benetkah je konec minulega tedna potekal Evropski seminar z naslovom »Articulating the North Adriatic multi-port Gateway«. <p/> Gre za že dolgo prisotno zamisel in pobudo o skupnem nastopanju severnojadranskih pristanišč na globalnem trgu. Predstavniki treh italijanskih pristanišč (Trst, Bentke in Ravenna) ter Luke Koper so ob tej priložnosti podpisali sporazuma o sodelovanju in vzpostavitvi skupnega multimodalnega promocijskega centra. <p/> Pobudo za skupna evropska »vrata« na severnem Jadranu podpira tudi EU, so na posvetu povedali predstavniki evropskih ustanov in združenj. Prav tako jo podpirajo na italijanskem in na našem prometnem ministrstvu, zanjo pa so zainteresirani tudi italijanski in naši špediterji. <p/> V imenu Luke Koper je štiripartitni sporazum podpisal član uprave Luke Koper Marjan Babič. Predvideno je, da se bodo sporazumu kasneje pridružila še nekatera pristanišča severne Italije, ko bo Hrvaška vstopila v EU, pa se bo lahko priključila tudi Luka Rijeka.",News
837,"dostop do informacij javnega značaja – zavrnitev dostopa – javni uslužbenci – plače javnih uslužbencev – dodatek na delovno uspešnost <p/> Že 3. odstavek 6. člena ZDIJZ je zakonska podlaga za to, da se prosilcu sme dati podatek o delovni uspešnosti posameznega uslužbenca, saj je izrecno določeno, da se dostop do zahtevane informacije dovoli, če gre za podatek o porabi javnih sredstev oziroma podatek, povezan z opravljanjem delovnega razmerja javnega uslužbenca, delovna uspešnost pa je nedvomno podatek, ki izhaja iz delovnega razmerja javnega uslužbenca. Nadalje pa obstaja še ena pravna podlaga, na podlagi katere je stranka z interesom upravičena do podatka o delovni uspešnosti javnih uslužbencev, in to je 1. odstavek 38. člena ZSPJS.",Information/Explanation
763,"V trgovskih centrih po možnosti z ločenimi vhodi in izhodi ter s talnimi označbami <p/> Pred ponedeljkovim odprtjem trgovskih centrov in dejavnosti v njih je NIJZ pripravil priporočila tako za trgovce kot za kupce. Zaradi ukrepov za preprečevanje širjenja novega koronavirusa bo nakupovanje v velikih središčih nekoliko drugačno, kot so ga bili kupci navajeni do krize. NIJZ med drugim svetuje ločene vhode in izhode ter talne označbe. <p/> Poleg standardnih in splošnih priporočil, ki veljajo za vsa področja, kot so pogosto umivanje in razkuževanje rok, upoštevanje higiene kašlja, primerne razdalje in podobnih, so na Nacionalnem inštitutu za javno zdravje (NIJZ) pred ponedeljkovim ponovnim zagonom dejavnosti v trgovskih centrih pripravili še dodatna podrobna priporočila. Ta se ne nanašajo le na trgovine, pač pa tudi na številne druge ponudnike storitev in dejavnosti (popravila, servisne storitve, knjigarne in papirnice, urarstva, zlatarstva, izdelava ključev ...), ki se nahajajo v teh centrih. NIJZ priporoča, naj bo največje število strank v prostoru prilagojeno velikosti z upoštevanjem zadostne medosebne razdalje vsaj 1,5 metra. Na skupnih hodnikih trgovskega centra je treba preprečiti zadrževanje večjega števila ljudi, zato svetujejo uporabo talnih označb in usmerjevalnih stebričkov s trakovi, s katerimi določijo smer gibanja, da ne bi prihajalo do istočasnega premikanja oseb v nasprotno smer. Paziti bo treba tudi na ustrezno postavitev stojnic in drugih storitev, ki bodo na voljo na skupnih hodnikih. Če je mogoče, pa naj trgovski centri poskrbijo tudi za vstopanje in izstopanje prek ločenih vhodov in izhodov. Izvajanje teh ukrepov naj bi nadzorovali varnostniki oziroma pooblaščeni zaposleni v trgovskih centrih. V poslovnem prostoru morajo trgovci zagotoviti tudi možnost umivanja in razkuževanja rok za zaposlene in stranke, tudi z ustreznimi podajalniki za razkužila. Opozorila naj bi v trgovskih centrih - poleg obvestil na plakatih in infografike - podali tudi z rednim predvajanjem zvočnih sporočil ali prikazovanjem na digitalnih zaslonih. Skupne površine za sedenje in počivanje, kot so klopce, masažni stoli in sedežne garniture na hodnikih ne bodo v uporabi, prav tako ne skupna otroška igrala. V NIJZ so še opozorili na učinkovito zračenje, predvsem z na stežaj odprtimi okni, izogibali pa naj bi se kroženju zraka ob mehanskem prezračevanju. Kupci pa bodo morali pred vstopom v trgovske centre in v njih tudi upoštevati priporočila: vstopajo naj samo zdravi posamezniki brez znakov okužbe dihal, starejšim in bolnikom s kroničnimi nenalezljivimi boleznimi z večjim tveganjem svetujejo dodatno zaščito ali razmislek o nujnosti obiska trgovskega centra. Obvezno bo razkuževanje rok pred vstopom in večkrat med zadrževanjem v stavbi, kar še posebej velja za nakupovanje v različnih trgovinah, uporabo tekočih stopnic ali dvigal (bolj priporočljiva je uporaba stopnic). Svetujejo tudi čim manj dotikanja katerihkoli površin in predmetov, tudi razstavnih, pri plačevanju pa brezstični način.",News
737,Sladoledi s tradicijo <p/> Več pristnosti. Več nagrad <p/> Poteguj se za super tedenske nagrade. Kupi štiri jogurte Mu ter pošlji SMS s ključno besedo MU in številko računa na številko 3131 ali pošlji zgodbo.,Other
419,"Spoštovane bralke, spoštovani bralci! <p/> Ker gre naše spletno druženje (počasi, a zanesljivo) h koncu, se Vam za Vašo pozornost zahvaljujem s posebnim vprašalnikom in nagradno igro. Tisti, ki bo zbral največ točk, bo dobil unikatno nagrado - zgoščenko s tekaško glasbo po ponujenem izboru. Možna načina predaje sta dva: po pošti ali osebno, po dogovoru. <p/> Odgovore mi pošljite bodisi na naslov moje elektronske pošte, seveda pa veljajo tudi tisti v komentarjih na tale zapis. <p/> Pravila? Vam bodo kmalu jasna (jasno pa je, da polovičk ni, klici v sili pa so dovoljeni): <p/> 1. vprašanje (pravilen odgovor prinaša 2,007 točk): <p/> Kateri po vrsti bo letošnji ljubljanski maraton? <p/> A – prvi B – drugi C – enajsti D – dvanajsti <p/> Komentar: Seveda lahko odgovarjajo tudi tisti, ki nanj niso prijavljeni. <p/> 2. vprašanje (pravilen odgovor prinaša 42,195 točk): <p/> Zakaj je maratonski tek dolg 42,195 kilometrov? <p/> A – ker je to razdalja med Maratonskim poljem in Atenami B – ker 42 kilometrov izumitelju tega teka, prof. M. A. Rathonu, ni bilo dovolj, zato je iz zlobe dodal še 195 m C – ker so na olimpijskih igrah v Londonu leta 1908 nameravano dolžino maratona (natančno 26 milj) morali podaljšati za 385 jardov, da bi kraljica Aleksandra (soproga kralja Edvarda VII. ) lahko prihod v cilj videla neposredno pred ložo (26 milj in 385 jardov = 42,195 km) D – ker se taka razdalja pač izide na Ljubljanskem maratonu <p/> Komentar: Upoštevajte, da sta leta 490 pred našim štetjem z Maratonskega polja v Atene vodili dve poti … <p/> 3. vprašanje (pravilen odgovor prinaša 18,95 točk): <p/> Kateri londonski nogometni klub, ki je bil ustanovljen leta 1895, navkljub delavskim koreninam zaradi tradicije gojenja lepe igre velja za najbolj aristokratskega (pravilen odgovor da tudi vprašanje, za kateri nogometni klub navijam)? <p/> A – West Ham United B – Millwall C – Chelsea D – Arsenal <p/> Komentar: ne morem iz svoje kože … <p/> 4. vprašanje (pravilen odgovor prinaša 19,56 točk): <p/> Kateri čas je v teku na 800 metrov 16. junija 1956 na stadionu za Bežigradom dosegla moja mama Marija Knez (kasneje poročena Bergant). Pozor, tedaj je postavila državni rekord! Dobro premislite, če odgovorite narobe, bom užaljen! <p/> A – 1:47,2 B – 2:14,7 C – 2:47,1 D – 7:21,4 <p/> Komentar: tistega leta je bila najdaljša ženska olimpijska tekaška disciplina 200 metrov, 800 metrov je v rednem olimpijskem programu šele od leta 1960. <p/> 5. vprašanje (pravilen odgovor prinaša 19,88 točk): <p/> Sloviti britansko-gvajanski glasbenik Eddy Grant je leta 1988 s svojim hitom z naslovom »Gimme Hope Jo'anna« zažugal: <p/> A – Vodiški Johanci B – svojemu tedanjemu dekletu, ki mu je bilo ime Josephine Anna C – rasističnemu režimu v Južni Afriki D – priznani norveški maratonki Johanni Runslikewild <p/> A – … , za zabavo. B – … , to je ta pravo. C – … , a si kljub vsemu na dan privoščite vsaj kavo. D – (vpišite Vašo rimo) <p/> Komentar: Če se odločite za A, B ali C ne dobite točke. Za prvo nagrado se pa vendarle malce potrudite. Tek bistri tudi um. O rimah lahko razmišljate tudi med tekom. <p/> In nagrada? <p/> Tekaški CD po Vaši izbiri (iz navedenih predlogov). Tekači na 10 km si lahko izberete 10 pesmi, polmaratonci 15, maratonci pa 20. Glede na to, da je treba avtorske pravice spoštovati, Vam bom zgoščenko zapekel samo za osebno (in strogo tekaško) uporabo. Vsako razpečevanje je strogo prepovedano. Tu je nabor za Vaš izbor:",Other
173,"Komentarji (1) <p/> 24. november 2005 ob 08:30 <p/> Razlagovo ulico po programu redno ročno in strojno čistmo. V Razlagovi ulici je orijentacijska javna razsvtljava, kot povsod po starem mestnem jedru. Za tak tip razsvetljave nivo osvetljenosti ni predpisan, saj je namenjena le večjemu ugodju in občutku varnosti občanov ter preprečevanju vandalizma.",Forum
19,"Prispevki <p/> Vedno več novogradenj in obnov stanovanjskih objektov je izveden v smislu nizkoenergijskega ali celo pasivnega objekta. Nizkoenergijski predvsem pa pasivni objekti so bivalne zgradbe katerih osnovni namen je čim manjša poraba energije. <p/> Po definiciji naj bi bila hiša nizkoenergijska takrat ko ima potrebe po energiji za ogrevanje manjše od 50 kWh / (m ² a), pasivna pa takrat, ko so potrebe manjše od 15 kWh / (m ² a). V praksi je lahko celo manj kot 10 kWh / (m ² a). <p/> Da objekt doseže te standarde je pomembnih več dejavnikov. Pri načrtovanju in izvedbi je potrebno upoštevati pravilno lego in orientacijo kot tudi uporabo pravih konstrukcij in materialov. <p/> Cilj takega načina gradnje naj bi bila čim manjša poraba energije za ogrevanje in hlajenje objektov. <p/> S tem pa posredno moramo na čimbolj učinkoviti način zadostiti sledečim pogojem: <p/> - izrabo sončne energije na direkten način skozi steklene površine in na indirekten način preko sončnih kolektorjev za pripravo sanitarne vode, <p/> Osnovni energijski vir za tovrstne objekte je sonce. Vendar pa moramo resnici na ljubo priznati, da v naših krajih v zimskem obdobju sončnih dni ni na pretek. Zato v takih dnevih, ko so zunanje temperature okrog 0°C ali še nižje, tudi tovrstni objekti potrebujejo dodaten vir energije. <p/> Najpogosteje je dodatni vir toplotna črpalka, ki skrbi za ogrevanje objekta in zagotavljanje potrebne količine sanitarne vode v hladnih dneh brez sončnega sevanja. <p/> Kakor so toplotne črpalke zelo sodobne in tehnično izpopolnjene naprave pa imajo tudi slabosti. Z nižanjem temperature zunanjega zraka pada tudi njihova učinkovitost in se direktna poraba el. energije povečuje. Pojavi pa se še ena dilema, kaj se zgodi ob izpadu električne energije, ki včasih lahko traja tudi en dan ali več. V tej situaciji je tovrsten objekt povsem nebogljen. <p/> Vse zgoraj omenjene naprave - sončni kolektorji, toplotna črpalka in prezračevanje so takrat neuporabne. Pojavi se zelo resno vprašanje kaj storiti v taki situaciji? <p/> Ena od možnosti je uporaba lokalnega ogrevala na trda goriva. Toda kakšnega? Objekt ima majhne, zelo pičle toplotne potrebe, vse lokalne peči na trda goriva pa so izdelana za moči najmanj 6 kW in več. Taka naprava bi objekt spremenila v savno, saj bi bile temperature v prostoru občutno previsoke. Vendar obstaja odgovor in to je lončena peč oziroma MALA LONČENA PEČ. <p/> 1 - Zunanji dovod zraka <p/> 2 - Kurilna vrata s steklom <p/> 3 - Avtomatska regulacija dovoda zgorevalnega zraka <p/> 4 - Ročna regulacija dovoda zgorevalnega zraka <p/> 5 - Šamotna zgorevalna komora-Kurišče <p/> 6 - Vpihavanje sekundarnega dela zgorevalnega zraka <p/> 7 - Cona dodatnega zgorevanja <p/> 8 - Prehod dimnih plinov v dimne kanale <p/> 9 - Šamotni dimni kanali – dolžine 3m <p/> 10 - Lončena obloga <p/> 11 - Priklop zgoraj <p/> 12 - Priklop zadaj <p/> Pod pojmom lončena peč se večina ljudi predstavlja na obrtniški način sezidano grelno napravo, ki se kuri z drvmi in ogreva enega ali največ dva bivalna prostora. Pred očmi se nam prikaže kmečka izba, planinska koča ali bivalna soba z keramično pečjo, ki prijetno ogreva prostor. Toda v resnici je lončena peč element, ki ponuja veliko več saj so možnosti izvedbe in uporabe lončenih peči v oblikovnem in toplotno tehničnem smislu izredno široke. <p/> Z uvajanjem novih bivalnih standardov in s tem gradnjo objektov z manjšo porabo energije se je pokazala potreba po individualnih ogrevalnih napravah na trda goriva manjših dimenzij in moči. Proizvajalci lončenih peči smo prepoznali tržno nišo in prilagodili svoje proizvode temu delu tržišča. Razvili smo tako imenovane »MALE LONČENE PEČI«, ki imajo enake lastnosti kot konvencionalne izvedbe, z razliko, da so glede dimenzij in toplotne moči manjše. <p/> Kje so prednosti in zakaj se kupci odločajo za take peči? <p/> Povečuje se trend manjših bivalnih enot in nizkoenergijskih objektov v katerih je poraba energije minimalna in so konvencionalne ogrevalne naprave na trda goriva enostavno premočne. <p/> Toplotne moči od 1,2 – 3,0 KW pri uporabi 3 do 5 kg drv za eno kurjene, so za tovrstne objekte idealne. <p/> Delovanje torej zgorevanje v kurišču je popolnoma neodvisno od zraka v prostoru. Zunanji zrak je v kurišče doveden direktno od zunaj in ne vpliva na stanje prezračevanja v objektu.Krmiljenje zgorevalnega zraka je lahko ročno ali pa avtomatsko. V tem primeru mikroprocesor krmili preko krmilne lopute dovod zraka v kurišče. <p/> Način oddaje toplote z nežnim sevanjem keramičnih površin nudi človeku v smislu zdravja, ugodja in udobja najprimernejšo rešitev. Ker je delež konvekcijske oddaje toplote zaradi nizkih površinskih temperatur manjši, je tudi gibanje toplega zraka po prostoru manj intenzivno in s tem manjše dvigovanje prašnih delcev. To dejstvo pa je še posebno pomembno pri ljudeh z raznimi alergijami. <p/> Sposobnost akumulacije toplote v šamotnih materialih omogoča dolg ogrevalni ciklus do 12 ur. To pomeni nalaganje drv dvakrat na dan in s tem zelo enostavno upravljanje. <p/> Zaradi moderne tehnično dovršene konstrukcije kurišča in dimnih kanalov in s tem popolne zgorevalne tehnike je izkoristek peči zelo visok preko 85, kar pomeni majhno porabo drv in s tem cenejše ogrevanje in manjše deponije. <p/> Zaradi popolnega zgorevanja so temperature v kurišču visoke, kar pomeni večjo učinkovitost naprave in ugodnejše emisije. <p/> Življenska doba take peči je zelo dolga (najmanj eno generacijo), kar pomeni, da je investicija zelo racionalna. Dolgoročna investicija v zanesljiv, okolju prijazen in poceni način ogrevanja. Vzdrževanje in upravljanje je preprosto. Kot energent se uporablja lesno biomasa, ki je ekološko najugodnejša pa še najcenejša. Kurilna vrata z steklom omogočajo vizualni stik z plamenom, ki človeka privlači in mu ponuja dodatno ugodje.Montaža je hitra in čista. <p/> Zelo pomemben je tudi design. Poleg dimenzijskih in oblikovnih posebnosti je pri vseh pečeh možna tudi izbira glazurnih barv oziroma barvnih kombinacij. Ob izbiri različnih glazurnih kombinacij lahko vsak kupec izbere sebi primerno barvno zamisel. Tako dobi vsaka peč popolnoma individualni karakter prilagojen željam in potrebam kupca in je popolni unikat. <p/> Pa še nekaj je <p/> Vsaka peč je okras in dekorativni element v prostoru. Poleg tega je kurjenje in upravljanje z lončeno pečjo prav posebno in prijetno opravilo. Posebnost je v prijetnem sevanju toplote skozi stene peči in mnogih funkcionalnih možnostih. Ogenj s kurjenjenjem lesa prijetno občutimo skozi odprta vrata kurišča, ogenj ostaja vir ogrevanja od pradavnine pa do danes. Kurjenje nam daje občutek sproščenosti. Predstavlja poseben obred, ki je enak pri vsaki od lončenih peči. V vsakem kurišču je ob kurjenju sproščena velika količina energije. Ta se nalaga v šamotni masi lončene peči in kasneje več ur kot nežna, mehka toplota seva v prostor. <p/> Ogrevalo deluje neodvisno od električnega toka v hiši ali olja v cisterni. Lončene peči pokrivajo potrebo po toploti na način kot so jo nekoč koristili predniki. Tako je tudi danes, ter bo še dolgo po tem, ko bodo olje in plin že davno pozabljeni viri.",Promotion
119,"Priročnik je namenjen vsem, ki se v praksi kakorkoli srečujejo z mednarodno prodajo in nakupom blaga, komercialistom, direktorjem in drugim odločevalcem v podjetjih. Je nepogrešljiv pripomoček za pravnike pri pripravi pogodbe ter pri reševanju sporov s področja mednarodne prodaje blaga. Knjiga bralca na pregleden in razumljiv način seznani z vsebino Konvencije Združenih narodov o pogodbah o mednarodni prodaji blaga (CISC), razloži posamezne člene, jih ponazori še s praktičnimi primeri ter nudi primerjavo z ureditvijo po Obligacijskem zakoniku.",Promotion
925,"Domov "" FCI "" FCI predstavlja novo generacijo merilnikov pretoka zraka/ plina MT100 <p/> FCI predstavlja novo generacijo merilnikov pretoka zraka/ plina MT100 namenjenih za merjenje pretoka v ceveh velikih premerov, dimnikih in kanalih <p/> Idealni so za uporabo v prozvodnjah električne energije, petrokemijskih procesih in ostali težki industriji Podrobnosti si lahko preberete tukaj <p/> Akcije",Promotion
774,"Sim Retro hoče biti kul, zato postane urbani madafaka. <p/> Nekoč nekje v Maxisovo pomožno ekipo uleti vodja in pravi: ""Šefi so nam naročili, naj naredimo novo verzijo Simsov, samo da se dogajajo v mestu. Imate pet minut za dizajn!"" In eden od mozoljavcev koj dobi preblisk. ""Tooo! Dejmo narest, da prideš v mesto in pol hočeš bit še bolj kul in se moraš oblačit tko kot folk k je tut kul, k če ne, nisi kul in ne moreš v diskača. Jaaa! In potem damo noter bajkerje, k so hudi pa nevarni, amm, punkse lahk damo na podzemno železnco, pa une rejverje. <p/> Urbzi lahko zaradi mene zgnijejo sredi podzemne. Škoda le za trud oblikovalcev, ki so delo opravili odlično. <p/> Pa skejterje da bojo mel hafpajp in šroke hlače in pa une ta kul hip hoperje z verižicami k sm jih na emtiviju vidu. Jo jo, whaza nigga pa tko. Pol še une bl ta fensi, k berejo kozmopolitan in prou un haj sosajeti. Čak zdj da bo mal simsom podobno damo noter še stanovanje, pa pol novga dobiš ko si bolj kul. In pol morš službo dobit. Dejmo to izi narest, da morš v pravem zaporedju štir knofe prtisnt. Krogec križec kvadrat kvadrat in bo čist kul. In k sm vidu tut še to na temu emtiviju, k se vsi tko kul pozdravljajo, dejmo naredit ful takih kul potez, da jih med sabo folk dela. In pol če si ti njemu kul, te jih nauči in jih ti pol drugim delaš. In k si tok kul da te varnostnik spusti v diskača ti pa tanajbl kul tip v mestu da predmete, da lahko tanjbl kul poteze delaš. In ker si kul s temi potezami pretepeš nasilneže k pobirajo dnar in potem ti dajo šifro in k dobiš vse šifre si največji car in dobiš umm, največje stanovanje in opico. Evo! Pet minut za dizajn, r0x!"" Ko dežurni pesimist povpraša, če ne bi vključili še zanimive zgodbe in dialogov ter poskrbeli za bolj razgibano igralnost in nemara celo globino, mozoljčar odvrne: ""STFU n00b k nimaš pojma kaj je kul, jst gledam emtivi in že vem!"" <p/> Na tem mestu bi lahko citiral kak pristno urban črnski dialog. A ne bom, ker v Urbzih dvogovorov sploh ni.",Other
511,"Odgovor Napisal/-a BorKo6x "" Po Okt 06, 2014 4:30 pm <p/> Kako pa ta prenos/iskanje/pridobivanje podatkov poteka? Je možno brez Garmin naprave? Npr. za Android telefon ??? aplikacija to ""zna"" (najbolje/zanesljivo)? <p/> Odgovor Napisal/-a bucar "" Po Okt 06, 2014 5:42 pm <p/> To je ANT protokol, dobijo se menda neki vtiči za iPhone, vendar mislim, da v praksi brez Garmina ne gre. <p/> Odgovor Napisal/-a mare "" Sr Okt 15, 2014 10:05 am <p/> Tudi erikson sony eksperija aktive ima ANT+. Tule je pa celoten seznam kompatibilnih naprav: http://www.thisisant.com/directory/chirp Bi pa bilo tole zanimivo za izdelavo v domači delavnici. ANT+ čipovje je okrog 1,5EUR, ostalo, kar pride okrog pa tudi nekaj takega. Kakšen zanimiv multi bi se dal narest s pomočjo takega modula, sploh če bi se npr. uganka lahko spreminjala (tale garmin chirp ima le statično vsebino).",Forum
