,text,labels,split
308,"Severe consequences <p/> Phuket... a well-known island all over the world. It attracts a lot of tourists from all over.It reminds me a bit of Zakynthos except that it is bigger and of course has bigger and nicer beaches. <p/> On arrival at the airport we booked a hotel in Patong Beach. We rented motorbikes and this is where our exploration of the island began. <p/> TRAFFIC In Thailand, traffic is on the left (as in England). We had rented a car earlier when we were in the north. At first, my father had problems driving. The steering wheel is on the right hand side and then everything else gets confused. When he wanted to turn on the indicator he turned on the windscreen wipers instead. Luckily we took the automatic, otherwise he would have had problems with the gearshift, because he was repeatedly looking for the lever on the right side, where the door was. <p/> I am quite an experienced ""motorcyclist"" myself. I've been driving my scooter around for about 4 years, so I took over as driver and drove my mum around. I thought that driving on the left side would be a bit of a hassle, but I got used to it quickly. I had more trouble parking in the garage.Almost everybody here drives motorbikes and then, of course, they have special garages for motorbikes. Other road users also gave me a bit more trouble. People overtake here on the left and right, sometimes elsewhere if they can. There are no rules, so you really have to be alert and careful for your own safety. <p/> SUN After a short sightseeing tour of the island, swimming followed. Almost all the beaches here are sandy and more crowded with sunbeds, umbrellas, etc. When you want to have a nice rest, there are already vendors from the ""shanties"" selling all kinds of things on the beach (watches, food, clothes... ). After a rest and a swim, we drove to a shopping centre a little further away. It was already really hot outside so I couldn't wait to see the cold shops. Trying on clothes in the mirror, I was surprised by the bright red colour of my hands, just like tomatoes. The sun was burning me badly. I must admit that I didn't put on much sunblock. My skin is naturally darker and I have a lot of pigment. As soon as the sunny days start I get a nice tan. I don't like to sunbathe and I know it's not healthy. I have never had problems with sunburn and that is why I am much more surprised. <p/> I was burnt on my arms (mainly because of the motorbike), shoulders, knees and of course the bottom of my legs. The sun is much stronger here than here and the change, when the body is not used to such a high amount of heat and sun, is also to blame for my severe burns, in addition to the fact that I didn't put enough sunscreen on. <p/> I was in for a hard, tiring night full of pain. Aloe Vera and menthol rubs, as well as after-sun creams and compresses, helped my recovery. Today I am much better and even the red colour has changed to a nicer, more tanned brown. <p/> From now on I will not go anywhere without sun cream and I will apply it much more often, because I am risking my life. A lot of times, the effects of the sun lead to skin cancer and also to more wrinkled and aged skin, and I don't want to have wrinkled skin at 18 and risk skin cancer!",Opinion/Argumentation,train
309,"Pity about those sunburns. You wouldn't think it, but casually and unintentionally like that is really the fastest way to get it :( Otherwise: you're getting better from blog to blog. This will be a great read for you too - in a few months, when this fantastic journey is behind you. It's nice to read you;)",Forum,train
310,"Be careful what you tweet, NUK is watching! <p/> Following the example of foreign countries, Slovenia will start storing tweets and certain Facebook profiles in April. The National and University Library will also expand its archive of Slovenian websites to include all sites with the domain. si. <p/> Guest of Odbite is Janko Klasinc, librarian and web archivist at NUK. <p/> ""When the Library of Congress in the US started archiving, I remember people's reactions that it was total nonsense, why archive a few words about who eats what for breakfast. But it is important, in order to preserve the written heritage, that we also preserve things like that, not only the big, important, websites, but also social networks. ""Slovenia has chosen this way of preserving the web, following the example of foreign countries, and there are now more than 40 of them. To archive the entire Slovenian web is, of course, the wish of the archivists at NUK, but it is not yet realistic. The biggest problem is selection, but they can do a lot if they archive all the pages with the registered domain. si. <p/> To capture, i.e. save, web pages, the NUK team is assisted by a robot called Heritrix, which captures all the content within a web page on a specific domain. The robot works in a similar way to the robots used by web browsers to index the web, such as Google, explained Janko Klasinc. <p/> But the most attention was drawn to NUK's news about storing tweets. It will work in a similar way to saving web pages. Don't worry, the archiving of tweets will be time-limited, i.e. the more important tweets will be saved over a certain period of time. Concerns about archiving tweets, Facebook statuses and web pages are redundant, Janko Klasinc points out.",News/Reporting,train
311,"Fortunately, the penultimate day of the year passed without any major events. <p/> Seven traffic accidents occurred on the roads of the Celje region in the last 24 hours, but fortunately for the participants, all of them resulted in material damage to the vehicles and objects involved. Police officers detained three drivers of motor vehicles overnight for drink-driving. <p/> Police intervention for breaches of public order was required in 12 cases during the day, eight of which were in a public place. One person was detained pending arrest. In the field of crime, police officers and criminal investigators dealt with fifteen new offences, including six burglaries, four thefts, one drug offence and four other offences. <p/> Let me also mention a few cases. <p/> Yesterday morning, miscreants broke into a restaurant in Celje and then into a business premises through a wall, from where they stole a large quantity of gold products, the material damage is not yet known. A restaurant in Rogaška Slatina was also broken into and burglars took some change money worth around EUR 50. In Celje, police officers also investigated a burglary of a passenger car, from which an airbag and some other body parts were taken. In Ljubno ob Savinja, a candlestick was damaged in a cemetery and €83 was stolen <p/> That's all we have for you in today's last police report of the year. On behalf of all the staff who work hard to ensure that we have all the information we need to prepare our reports every morning, I would like to thank you for your willingness to listen to us again this year, time and time again. <p/> On behalf of the three of us who have prepared and submitted the reports to you this year - Milena Trbulin, Dusan Marat and, of course, on my own behalf - I wish you, at the end of 2010, that the year ahead will be favourable to you to the extent that you will be able to meet the challenges that the new year 2011 will bring. May the moments of happiness, good thoughts and experiences lead you to personal satisfaction and success in the New Year. <p/> In the past 24 hours, five road accidents occurred on the roads of Celje, two of which resulted in minor injuries to three participants, while the others resulted in material damage to vehicles and road structures. One driver, who was driving a vehicle with too much alcohol in his blood, was detained by police officers until he sobered up. <p/> Public order violations led to seven requests for police intervention, three in public places and four in private premises. <p/> In the area of crime, police officers and criminal investigators recorded thirteen new offences, including nine burglaries, a theft, a case of counterfeiting money and one offence in other areas of crime. <p/> Let's look at some details. <p/> A restaurant in Vojnik was broken into overnight, the interior was searched but nothing was taken. Two cars were broken into in Celje. A mobile phone and a woman's purse and wallet were stolen from one and a car radio from the other. A construction container in Golovec in Celje was also broken into, from which brackets for mounting solar panels on roofs were stolen. A warehouse of one of the local companies was broken into in Ljubečna and 10 hams and several bottles of champagne were stolen. In Laško, a primary school was broken into and a computer and two LCD monitors were stolen. <p/> Laško police officers also investigated a break-in at the Church of St. Christopher above Laško, where a statue of St. Cecilia and a chalice of inestimable value were stolen. In Pečovnik, a garden shed was broken into and a generator was stolen. Konjice police officers also had to investigate the burglary. One of the bars in Rogla was broken into and the burglars checked the interior but did not steal anything. <p/> Police report <p/> 27.12.2010 <p/> Welcome to the last working week of the year. December is proverbially considered to be the busiest month of the year, but we can say that this weekend, despite the holidays and the resulting higher traffic density on our roads, did not stand out from the average. There was only one road accident resulting in serious injuries and two road accidents, two of which resulted in minor injuries to four occupants. 15 road accidents resulted in damage to property. Over the weekend, 19 drink-drivers were detained. <p/> A traffic accident with serious injuries occurred on Friday at 19:30 on Franja Malgaja Street in Šentjur. A 50-year-old driver was driving a car on Franja Malgaja Street in Šentjur, from the direction of Leona Dobrotinška Street towards II. Bataljona. As he drove his vehicle to the intersection with Gajstova cesta into a sharp right-hand bend, at the end of the bend he drove his vehicle too close to the right-hand edge of the carriageway and collided with a 63-year-old pedestrian, who was walking from the opposite direction, along the left-hand edge of the carriageway. After the collision, the pedestrian, who was wearing dark clothing, fell on the bonnet of the car and hit his head on the windscreen, after which he fell on the road and was seriously injured. The driver, who was driving a car without a valid driving licence, did not stop at the scene of the accident but drove off to an unknown destination, but later turned himself in at Šentjur police station. <p/> Crime continues. Police officers and criminal investigators dealt with 25 new crimes. <p/> Over the weekend, the basement of an apartment block in Velenje was broken into and a bleaching machine and hand power tools were stolen. One of the business premises in Velenje was also broken into and 6 laptops were stolen. Also in Žalec, police officers investigated two burglaries: a business premises, where burglars stole a large quantity of drinks worth around EUR 300, and the basement of an apartment house. Here, they found and stole drinks and winter food worth around EUR 200.<p/> Car thieves were also at work. In Celje, a BMW 5 series, black, 2009, German registration ROTM1203, was stolen on Erjavčeva Street. The material damage amounted to around EUR 50 000. In Mozirje, two cars, a Peugeot 106 and a Renault Megan, were attempted to be stolen on Savinjska Road. They ripped electrical wires out of the dashboard, but fortunately did not manage to put the vehicles into drive. <p/> Anyone who has any information about the stolen BMW car is asked to call the police on 113, or the police anonymity line 0801200. <p/> We are also adding information on public order offences. From Friday until today we have recorded 27 of them, 18 of them in public places. We have detained one offender pending extradition. <p/> Police report <p/> 24.12.2010 <p/> Yesterday was very eventful in our area. Eleven traffic accidents, sixteen criminal offences and twenty public order offences were recorded in the report. <p/> In yesterday's road accidents, three people were slightly injured. Five drivers were detained for drink-driving. Two drivers had their vehicles impounded for repeated infringements of road traffic rules. <p/> Burglaries and thefts were the most common crimes yesterday. More on some of them below. <p/> In Velenje, we dealt with a robbery yesterday. At around 6.30 a.m., a young boy threatened a shop assistant with a knife and demanded money at a convenience store on Cankarjeva Street. The shop assistant handed him about 150. According to the description, the boy is between 15 and 17 years old, about 175 cm tall. He was wearing jeans, a dark green jacket with a hood and a black cap on his head. <p/> So much for what happened yesterday. Next week, Božidar Pezdevšek will keep you informed about what is happening in our area. <p/> Police report <p/> 23.12.2010 <p/> We start today's police report with information about the drivers we detained yesterday for drink-driving. <p/> Four drivers were detained. One of them, a 20 year old Laščan, who was stopped by police officers in the evening in Celje on the old Teharska road, was breathalysed and tested positive for 1.03 milligrams of alcohol in a litre of exhaled air. <p/> Five cases of public order offences and nine crimes were reported yesterday. <p/> Yesterday, we were informed that an unknown perpetrator stole at least 20 chairs and a table, as well as some chair backs, from a cellar in Savinova Street in Celje, causing damage to the owner of around €400. <p/> A fire in an apartment on Brodarjeva Street in Celje was reported. The fire, which caused around €10,000 of material damage, was caused by an overheating tumble dryer, and the fire then spread throughout the bathroom, destroying it completely. The fire was caused by someone else and was spread throughout the bathroom. <p/> Police report <p/> 22.12.2010 <p/> Twelve traffic accidents, six public order offences and eight criminal offences were dealt with in our area yesterday. <p/> All but one of the road accidents, in which one person was slightly injured, resulted in material damage. <p/> One driver was detained yesterday for drink-driving and one vehicle was seized from a repeat offender. <p/> Among the crimes, we would like to highlight the burglary of a restaurant in Rogaška Slatina, from where an unknown offender took money and a laptop. <p/> In Gorica pri Slivnici, a warehouse of a commercial building was broken into in recent days. A chainsaw, a hilti, an angle grinder, about 2 tonnes of copper wire, about 300 kg of brass and several other items are missing. The owner estimates that he has been damaged by the burglary for about 13,000. <p/> Police report <p/> 21.12.2010 <p/> In the last 24 hours we dealt with ten traffic accidents in the Celjsko region, in one of which the participant was slightly injured, the others resulted in material damage. <p/> Three drivers were detained for drink-driving and six police officers had to intervene for public order offences. <p/> Seventeen criminal offences were recorded yesterday. <p/> A construction container was broken into in Veliki Pirešice. Two kerosene stoves are missing. <p/> Several electrical extension cords, pliers and other tools were stolen from a construction container in Proseniškės. <p/> A Hyundai Tucson parked on Ulica pod Gabri was damaged by an unknown offender last night. He used an unknown sharp object to damage the entire right side of the vehicle, causing at least € 1,000 worth of damage to the owner. <p/> Police report <p/> 16.12.2010 <p/> Yesterday, six traffic accidents, three public order offences and 14 criminal offences were dealt with in the Celjsko region. <p/> Four drivers were detained for drink-driving. <p/> On Frankolovské jižtev Street in Celje, an unknown perpetrator smashed two wheel arches on a vehicle parked in front of an apartment block last night, causing material damage to the owner for around € 200. <p/> A private vehicle was broken into in Arja vsi today night. The owner is missing his car radio. <p/> A restaurant was broken into in Rogaška Slatina. Around € 350 in currency and a few packs of cigarettes are missing. <p/> In Marija Rijeka we dealt with a fire at a weekend house. The insulation of a chimney caught fire. Foreign fault is excluded, material damage is estimated at around 7.000. <p/> So much about yesterday's events. <p/> Police report <p/> 15.12.2010 <p/> Yesterday, seven traffic accidents, five public order offences and five criminal offences were dealt with in the Celjsko region. <p/> In one traffic accident a pedestrian was slightly injured, the others fortunately resulted only in material damage. <p/> A restaurant was broken into at the railway station in Celje today. The perpetrator stole a large quantity of cigarettes of various brands. <p/> Around € 700 worth of cigarettes were taken by an unknown perpetrator who broke into a restaurant in Višnja vas today night. <p/> Police report <p/> 13.12.2010 <p/> Twenty traffic accidents, twenty-three criminal offences and twenty-five breaches of public order were dealt with in the area of the Celje Police Directorate from Friday until today. <p/> Twelve drivers were detained for drink-driving. <p/> One of them was breathalysed on Friday evening in Rogaška Slatina and tested positive for 1.25 milligrams of alcohol in a litre of exhaled air. <p/> In Rogaška Slatina, police stopped a 23-year-old driver who tested positive for drugs just after midnight yesterday. The driver was detained. <p/> In Arclin, police stopped a 19-year-old driver last night who was driving an unregistered vehicle without a driving licence and was under the influence of alcohol. The 19-year-old was detained and his vehicle was seized. <p/> So much for traffic. We continue with the crime review. <p/> On Friday, a restaurant was broken into in Radeče. The perpetrator took a large quantity of cigarettes and money for exchange. He caused material damage to the owners for around € 1,200. <p/> In Celje, a fair hall was broken into on Friday night. Eight reels of solar cable are missing. The material damage is estimated at just over 5,000. <p/> On the same night, unknown perpetrators broke into a trailer in Levac, which serves as a mobile shop. They took an LCD TV, an electricity generator and some money for exchange. The material damage amounts to 1.000. <p/> On Friday afternoon, a fire in a residential house in Galicia was dealt with. The fire was caused by a chimney. The fire destroyed the attic apartment. The material damage amounts to about 15.000. <p/> On Friday afternoon, an unknown person broke into a car parked in a car park on Dečkova Street in Celje and took a wallet containing cash and cards. The owner was injured for at least 500. <p/> Finally, a burglary of a residential house on Sončni grič in Velenje, from where an unknown perpetrator took cash worth around 600. <p/> That's all we have in today's report. <p/> Police report <p/> 10.12.2010 <p/> Yesterday, four traffic accidents, five public order offences and ten criminal offences were dealt with in the area of the Celje Police Directorate. <p/> In one of yesterday's traffic accidents, two persons were slightly injured, the others resulted in material damage. <p/> Police officers intervened three times in public places and twice in private premises for breaches of law and order. <p/> One offender was detained for failing to calm down despite the intervention of the police. <p/> Among yesterday's crimes, the first was the theft of a Fiat Punto car, which was stolen by unknown perpetrators from the parking lot of Milčinskega Street in Celje last night. <p/> In Trnovlje near Celje, unknown perpetrators broke into a company's warehouse last night and stole about one and a half tonnes of aluminium foil worth about 5,000 euros. <p/> Seven road accidents were reported in the last 24 hours in the Celje region, all of them resulting in material damage. <p/> Six drivers were detained for drink-driving and one repeat offender had his vehicle seized. <p/> We intervened once for public order offences and eight for criminal offences. <p/> Among them, we would like to highlight the theft of a hydraulic tilting planer, which was taken by unknown perpetrators from an unfenced area next to a residential building in Topolšice. The owner estimates that he has suffered damage of at least 1.800. <p/> In Brego near Polzela, unknown persons broke into a garage and took € 2,500 worth of tools. <p/> A burglary of a private car was dealt with yesterday in Celje, in front of a kindergarten on Kocenova Street. The perpetrator broke the window of the vehicle and stole a woman's handbag with documents. The owner of the car was damaged by the burglary for at least 650. <p/> Drivers and women are once again reminded not to leave valuables in visible places in their cars, even when leaving them for a very short time. <p/> Police report <p/> 08.12.2010 <p/> In today's police report, first a word about traffic. <p/> Four traffic accidents were dealt with yesterday. All of them resulted in material damage. <p/> Four drivers were detained for drink-driving. Two already in the morning hours. One of them was a novice driver. <p/> First of all, in the field of crime, a work accident. <p/> Yesterday, a 46-year-old Italian worker was injured while changing the support rope of a cable car at Golte. While loosening the grips of the bolts, one of the grips slipped against the rope and injured his hand. <p/> In Zreče yesterday we dealt with a fire in a commercial enterprise. It was caused by sparks on a sandblasting machine. The material damage amounts to about 5,000. <p/> A car was broken into on Mariborska cesta in Celje yesterday. The perpetrator took a handbag containing documents, cash and a phone, causing at least € 300 worth of damage to the owner. <p/> Police report <p/> 06.12.2010 <p/> We start the first report of the new working week in the area of road traffic. <p/> Fortunately, the weekend passed without any serious traffic accidents. However, in fifteen cases we dealt with traffic accidents with material damage. <p/> The figure for drivers detained is very worrying. From Friday until today, we have detained 24 of them and the alcohol levels of those detained were also very high. <We continue with a review of other developments. <p/> On Saturday, we were informed of the theft of a 2007 VW Golf, series 5, black. Unknown perpetrators took the car from the parking lot of Jenkova Street in Velenje. The owner estimates that he has been damaged by the theft for at least 13.000. <p/> On Saturday, a burglary was also dealt with in Boč, where a restaurant was broken into. A lawnmower and a compressor, both together worth around 500, are missing. <p/> In Celje, we dealt with two car break-ins over the weekend. A navigation device was stolen from a vehicle on Dečkova cesta. <p/> We conclude today's report with a tragic incident. Yesterday we dealt with a work accident in Podolševa in the area of the Mozirje Police Station. While cutting down a tree, the tree snapped in half and buried a 60-year-old local resident underneath.",News/Reporting,train
312,"Are systematic examinations really compulsory? <p/> At the Association for Freedom of Choice, we are receiving an increasing number of indignant letters from parents informing us of the unacceptable practice of paediatricians and school doctors in cases where a child is not brought for a systematic check-up. Some parents are even threatened with reporting to the CSD for ""neglecting"" their child, while others are told that they will no longer be their doctor of choice if they do not come for a check-up (even if the child is healthy! ). Clearly, there is increasing pressure on parents from paediatricians and some state institutions, which is not least reflected in increased dissatisfaction and resistance from parents. <p/> The health centre is threatening one family directly in writing - without any legal basis! - that if they do not bring their baby for a systematic check-up, the Social Work Centre will be sent to their door. In the accompanying document, I am sending you an official clarification from the Ministry of Health (from January 2011), which makes it clear that systematic examinations are a RIGHT in Slovenia and that they are NOT MANDATORY. <p/> What is the situation with these systematic examinations now, are they compulsory (ZZVZZ) or not (statements of the Ministry of Health)? Do you get the CSD by the scruff of the neck in this country if you don't go for such a check-up? Where and why, who gives them this right to send the CSD over parents and de facto impose systematics as compulsory? Are such threats and pressures from doctors and the state permissible? <p/> We believe that this is an intensive increase of pressure on parents beyond all permissible limits, and therefore civil society movements are considering a form of public protest against the intensification of repression against parents by paediatricians and the state. If we fail to stop this - will soon every parent who fails to turn up with their child for a systematics session receive threats or even a CSD hearing? <p/> This practice by paediatricians and other actors in the health sector is contrary to legislation and guidelines for good practice for paediatricians, as well as to the UN Convention on the Rights of the Child, which the Republic of Slovenia is in flagrant breach of by failing to regulate this area by law. <p/> Article 18 emphasises that the primary responsibility and care for the growth and development of the child in all respects belongs to the parents (or in special cases, legal representatives), and the best interests of the child are the primary parental concern. In order for parents to be able to achieve this goal, States Parties must provide them with appropriate support and establish institutions and services that parents can use to achieve this goal. Article 24 highlights the right of the child to enjoy the highest standard of health and to have access to facilities for the treatment of illness and rehabilitation of health. It is the role of the State to ensure access to these facilities and technologies and to ensure that all segments of society, especially parents and children, are informed about these options, have access to education about them and to basic knowledge about child health and nutrition, the benefits of breastfeeding, hygiene and a clean environment, and disaster prevention. Nowhere in the Convention does it say that families must submit to compulsory procedures in the area of preventive health and medical examinations and interventions. The fact is that, because of pressure from paediatricians, a good number of Slovenian parents are already going abroad for check-ups, mainly to Austria. There, many parents are even asked what they have come for, because the child is healthy and, in their opinion, would not need so many examinations. More proof that something is very wrong in Slovenia. <p/> It is also a fact that recently the CSDs have taken children away from some families for similar reasons. Will we parents have to fear our own country in future? If you find this topic interesting, we invite you to contact our association for more information, the contacts are listed below. Above all, the Ministry of Health owes the Slovenian public an immediate clarification on all this.",Opinion/Argumentation,train
313,"The management of the Elektra Basketball Club set a goal for the 2006/07 season to qualify the members' team for the Champions League, which we did. The players of Elektra Esotecha then showed great fight and heart in the meetings between the eight best Slovenian teams, for which they... <p/> OPEN LETTER TO THE ASSOCIATION OF BASKETBALL JUDGES OF SLOVENIA <p/> Dear Sir! <p/> The management of Elektra Basketball Club set the goal for the 2006/07 season to qualify the members' team for the Champions League, which we have done. The players of Elektra Esotecha then showed great fight and heart in the meetings between the eight best Slovenian teams, for which we would like to publicly congratulate them. They managed to beat two participants of the regional league, one of them even in both meetings. Our players also played well in the other meetings, securing their place in the top half of the Champions League standings. Considering the fact that we started this season with a new coach and a thoroughly renewed and rejuvenated squad, the club did not expect that we would even have a chance to fight for a place in the play-offs. That is why the club's management is already publicly congratulating the team on another great success, because regardless of the outcome of the matches in the last round of the Champions League, we will be among the top five Slovenian teams, where we have been for the last three seasons. This is certainly a great success for Elektra Basketball Club, as all the better-ranked teams have a budget from two to ten times bigger than our club's. <p/> On Wednesday, 9 May 2007, the 13th round of the UPC Telemach Champions League took place. In this round, Zlatog and Elektra Esotecha met in a very important match in a local derby. The tension on both sides was high, as the match was almost decided on the third place of the national championship, but at the same time, due to the nature of the local derby, there is always some uncertainty in the mutual meetings. The match was won by the home team after an even game, for which we congratulate them and wish them every success in their future participation in the regional NLB league. <p/> We cannot avoid commenting on the officiating by the representatives of the Basketball Referees Association of Slovenia. In the first quarter of the meeting, when the refereeing was at its most correct, the players of our team were more than a worthy opponent for the favoured home team. However, from the beginning of the second quarter onwards, the judging criteria changed. The changed criterion, which was very clearly against Elektra Esotecha, was most clearly enforced on the floor by referee Dragan Gojkovič from Ljubljana. Even one of the best Slovenian and European delegates, Aleš Kamnikar, did not react to the changed judging criteria. <p/> We would like to point out that this season we have often been satisfied with the officiating, and a few times not so satisfied, but we have taken the decision not to bother with the referees and the officiating. But what referee Dragan Gojkovic allowed himself to do in the middle of the match goes beyond all the unwritten rules on tolerance of refereeing errors, which are based on the nature of their work. Dragan Gojkovic made what we consider to be a number of unusual and unfair refereeing decisions during the match, which he then made some compensatory decisions to mitigate at the very end of the match, when the winner was already decided. This kind of judging and compensation is certainly not honourable for a referee who officiates matches of the highest level. However, in order not to criticise, we would like to publicly praise the young and promising referee Uroš Kolar, who refereed the whole meeting correctly and fairly. <p/> The coach of the Elektra Esotech team made the following official statement after the match: ""I admit that I am guilty because I believed that hard work in the hall - even five or six hours a day - can bring results. Unfortunately, I found out that only stories from behind the scenes and cooperation with various grey eminences count. Today, I am asking the referees how it is possible to make 31 personal mistakes with 'rough' play, even though we were in a zone defence for 35 minutes. How is it possible to have a ratio of 31:20 for personal fouls and 18:35 for free throws. When we made eight free throws in the last minute of the game. I was able to go into the dressing room and look my boys in the eye, who were still in tears 10 minutes after the game. If only someone else had the courage to come into our dressing room and shake their hands for their tremendous play and incredible fight. I made this statement consciously, even though I know that the Premier League Players' Association made a decision before the season not to talk publicly about the trial. ""<p/> The management of Elektra Basketball Club fully supports Bojan Lazic's statement and we expect the Slovenian Basketball Referees Association to explain in this open letter how such a blatant fiasco by the representatives of the referees' organisation could happen in such an important game. At the same time, we expect an answer as to why some Slovenian referees want to decide the winners of the meeting instead of the players on the floor? <p/> In the hope that in the future the refereeing on Slovenian basketball courts will be more coherent, we would like to welcome you and at the same time to inform you that this year we are celebrating the 60th anniversary of basketball in the Šaleška Valley and next year we will celebrate the 60th anniversary of the Elektra Basketball Club. We would like to let you know that, based on the rich tradition in the Šaleška Valley, quality basketball will continue to be played in all age categories, regardless of the subjective opinion of individual referees as to how far the success of our club can reach. <p/> On behalf of Elektra Basketball Club and with the full support of the club management.",Correspondence,train
314,"i40 scored 37.98 points out of 50. The closest competitor and second place Audi A6 scored 35.86 points. The third place Mercedes B-Class scored 34.66 points. The EuroCarBody award is a new accolade for Hyundai, which is the first Asian car brand to win this prestigious award, following a maximum five stars in EuroNCAP crash tests.",Promotion of a Product,train
315,"A new proposal for the European Union's 2011 budget will be ready by 1 December at the latest, European Commission President Jose Manuel Barroso announced today in Strasbourg during a debate with MEPs. Barroso also hopes that an agreement will be reached within 15 days of the presentation of the proposal. <p/> US President Barack Obama today formally sent to Congress an indicative budget proposal for 2011, which foresees spending of $3 800 billion, the lion's share of which will be deficit-financed. On the details of the budget proposal <p/> The German government today approved its 2011 budget proposal, which foresees a 3.8% cut in spending compared to this year and less borrowing. The new budget should help reduce the debt of Europe's largest economy <p/> MEPs today approved their 2011 budget proposal by a large majority at a plenary session in Strasbourg. For the first time under the Lisbon Treaty, the European Parliament co-decided on the entire EU budget, including the section <p/> The National Assembly has completed its consideration of the 2011 draft state budget, which already takes into account the phasing out of some anti-crisis measures, according to Helena Kamnar, State Secretary at the Ministry of Finance. The document shows the framework within which we will have to move <p/> The European Commission unveiled in Brussels today the €142.6 billion draft EU budget for 2011, the first under the Lisbon Treaty.The draft budget is the first to be adopted in the EU under the Treaty. The Commission's proposal prioritises boosting economic recovery <p/> EU finance ministers today called on the European Commission to ""further review"" the EU's 2011 budget proposal, Slovenian Finance Minister Franc Križanič said in Brussels. The new British Tory Chancellor of the Exchequer George Osborne <p/> EU Member States will today discuss the EU's 2011 budget proposal in Brussels. A group of countries, led by the UK and including Slovenia, considers that the 2.9% increase in the budget compared to this year's budget is a ceiling, while the European Commission today presented in Brussels a new proposal for the EU budget for next year, which the European Parliament and the Member States will now try to agree on. The first round of negotiations collapsed in the middle of the month, but not because of the <p/> The government is expected to start discussing the 2011 budget rebalancing proposal at today's meeting. Among other things, it will also consider a draft law amending the law on the loan to Greece, a draft amendment to the law on the market in financial instruments, and a draft law on the market in financial instruments, as well as a draft law amending the law on the market in financial instruments, which will be amended by the European Commission. The government of Prime Minister Emil Boc received 276 votes of support, 135 against. After MEPs held a debate on the draft 2012 state budget in October, the government today adopted an amended proposal, which it must return to the National Assembly for adoption by 10 November at the latest. In doing so, it rejected all five amendments tabled, with <p/>The European Commission will today present the EU's draft budget for 2012. In the light of the difficult adoption of this year's budget, when the European Parliament requested an increase to help Member States struggling to implement austerity measures with the",List of Summaries/Excerpts,train
316,"Responsibility, in my view, should not only mean that they can (or even should) make decisions for the child, but above all that their decisions should be responsible, sensible and beneficial for the child's development. Also in the SSKJ, responsibility is defined (among other things) as a quality, a characteristic of that which, because of its importance, its consequences, requires great knowledge, care, and as an attitude in which someone has to give an explanation, a justification for their work, their actions Responsibility is therefore given to someone because it is assumed that they have the knowledge and the ability to do the ""right"" thing with the thing, the task, entrusted to them. The power that parents are given is not supposed to be given in itself, but because they know how to make better choices. Such responsibility is undoubtedly stressful for a parent. After all, most parents want the best for their children, but it is difficult for them to know what is really best for the child. So my mother wanted more dolls when she was a child and now she is stocking her daughter with dolls so that she does not feel frustrated. What may not be realised is that her daughter does not like dolls at all. <p/> The decision-making power that comes as a package with parental responsibility often grates on the nerves of various experts. Parents can decide whether to allow the school doctor to carry out a systematic check-up with the school doctor at all. Parents can decide whether or not their child can see the school counsellor (the exception, of course, is acute situations that need to be dealt with immediately - e.g. fights between children, extreme abuse of classmates or teachers, disruption of classes). Parents decide whether or not the doctor can treat their child. Parents decide whether or not the child can see a psychologist. All this power is great, of course, as long as parents really work with it in the child's best interests. But, unfortunately, this often does not seem to be the case. <p/> At school, for example, the child is highly socially anxious, unself-conscious, unaccepted by his classmates, and often finds it difficult to come to school. Teachers notice this problem and find it most useful to have the child see a school counsellor to develop social competences, to try to develop a better self-image. But the parents say no. Our child is not like that already. But at home he is normally talkative. The school has nothing to interfere in our family. <p/> Similar situation. At the age of three, the entire population of children in Slovenia undergoes a systematic psychological examination. This screening identifies both children who show mental disorders and children who are at high risk of developing neurotic disorders or maladjustment. Of course, not all children identified as being at risk will necessarily develop disorders. But the results of this screening have fairly good predictive validity. The prediction that the developmental trajectory of children identified as at-risk will be towards a neurotic structure is therefore true with a high probability. The psychologist therefore identifies a child as being at risk and suggests a form of follow-up treatment. If the parents do not want this treatment, it will not be given. And a child whose adverse developmental course could be reversed at the age of three may be a behaviourally problematic toddler at the age of ten, getting on the nerves of his parents and even more so of the school. Perhaps, of course, it is not necessarily nothing. But it is better to work preventively on a larger number of children than to have to take curative action when it is actually too late. And if someone has to finish his personality development later as an adult with a psychotherapist, this development will take somewhere around twice as long as it would have taken if it had been carried out normally in childhood. <p/> Parents thus have almost godlike powers over their children's development, and the various experts can only oppose them when the parents are very clearly endangering the child's health or life. The latter is difficult to prove, especially when the threat is not physical but psychological. And practically impossible when it comes to matters such as potentially risky personal development, which is ultimately only potential.",Opinion/Argumentation,train
317,"Since we were extremely lucky to have Boštjan Romih visit us at the faculty and give us a very entertaining lecture on oratory and public speaking, here are some pointers that I found most useful and interesting. <p/> As we know, eye contact is the cornerstone of contact and there are two principles to be observed in relation to it: uniformity and randomness. It is therefore necessary to be careful to look at each listener for approximately the same amount of time. At the same time, we need to avoid patterns that could be picked up by the listeners. <p/> When speaking, we should also not apologise in advance (e.g. I apologise in advance for not having had time to prepare well for the talk. ). It is very likely that listeners/viewers will then only be more aware of our mistakes. When public speaking, we also avoid smiling to show fear and discomfort (no smile is preferable to being forced). <p/> When speaking in public, we often don't know where to put our hands. It is best to position them at belly button height (more chance of actually using them than if they are hanging by the body). Markers, power point remotes, sheets of paper (but they should be smaller - e.g. A5, and the notes should be legible and in a large enough font) can help as a fixation point. But then we have to make sure that we gesticulate with the hand that is free, and that we are not holding these tools. <p/> If you want to practise speaking with distinctness, try speaking with a pencil between your teeth.",Instruction,train
